2014 SVI Multi-Unit Structures Data and Encoding,2015 SVI Multi-Unit Structures Data and Encoding,2016 SVI Multi-Unit Structures Data and Encoding,2017 SVI Multi-Unit Structures Data and Encoding,2018 SVI Multi-Unit Structures Data and Encoding,2019 SVI Multi-Unit Structures Data and Encoding,2020 SVI Multi-Unit Structures Data and Encoding
-33.293957,-32.42971,-31.565416,-31.545954,-31.525923,-32.65113,-33.775623
5.8265758,5.7413974,5.655577,5.7860484,5.917373,5.4798694,5.043411
8.132231,8.168125,8.206009,6.619903,5.033813,4.9515777,4.868568
-9.05972,-8.788913,-8.517951,-8.439887,-8.362163,-8.866902,-9.371789
8.693336,8.509015,8.324864,8.32101,8.315464,7.6921062,7.066107
25.139227,25.717924,26.295624,25.564978,24.831892,24.97397,25.114416
-55.99565,-55.89328,-55.792427,-54.120274,-52.447914,-52.60121,-52.7539
-1.8304974,-1.685217,-1.539219,-0.7829968,-0.026989551,-0.626701,-1.2278987
38.278732,38.443275,38.608288,38.333492,38.058277,38.283436,38.50793
-13.805418,-13.704456,-13.603166,-12.357862,-11.113164,-10.083241,-9.05334
-6.006958,-5.5744553,-5.141279,-5.8438954,-6.546466,-7.829592,-9.113172
76.19823,76.13557,76.07316,75.91119,75.7474,76.057495,76.36632
66.75022,67.49024,68.23098,66.94747,65.66315,64.74326,63.82318
59.58995,60.418087,61.24682,61.334763,61.421967,60.381905,59.341072
8.13025,7.368885,6.6081324,6.1775656,5.7478056,6.165471,6.584699
49.3008,49.950905,50.599285,51.24819,51.899498,51.261738,50.62159
-50.559143,-51.406395,-52.254684,-52.345184,-52.43554,-52.700417,-52.965263
-60.75503,-60.056904,-59.35848,-58.51167,-57.665226,-57.82304,-57.982002
-2.4157462,-2.576229,-2.7356708,-3.1752431,-3.6157696,-3.304574,-2.9931195
29.510637,30.033535,30.55563,29.623985,28.692919,27.035397,25.37708
-73.64988,-73.57977,-73.50867,-72.68792,-71.86501,-71.50713,-71.14903
-23.603212,-23.940514,-24.277914,-23.779959,-23.283865,-23.573809,-23.862955
-48.174046,-48.996628,-49.819607,-50.30987,-50.799973,-51.418087,-52.035633
22.956266,23.853973,24.753088,24.894764,25.034393,25.520737,26.008522
-33.879066,-32.87032,-31.862265,-32.815044,-33.76805,-34.770634,-35.771263
-49.11,-49.07698,-49.043694,-48.841763,-48.638218,-48.983665,-49.328377
25.157305,25.173761,25.188833,24.548841,23.906885,22.795813,21.684729
43.591774,44.05482,44.519733,44.623466,44.72616,43.837437,42.94923
-40.786247,-40.208176,-39.630817,-39.193718,-38.75569,-38.831047,-38.90549
35.557377,36.081783,36.60748,36.478058,36.347218,36.546303,36.747726
-21.695948,-21.354612,-21.012545,-20.650103,-20.286455,-20.806452,-21.325655
30.146025,30.869133,31.592371,31.949387,32.306942,31.958668,31.611687
42.01523,42.818016,43.621674,43.011105,42.401016,42.261215,42.12309
5.183787,4.5683947,3.952689,3.6427639,3.3338244,3.0834906,2.8335888
8.189828,8.922729,9.655375,10.272455,10.889109,10.398698,9.907724
-37.048668,-36.525414,-36.00246,-36.449722,-36.895958,-36.822037,-36.746437
-96.26811,-95.88583,-95.50516,-94.50443,-93.5032,-93.80457,-94.10772
-88.24987,-89.55655,-90.8637,-90.85941,-90.85598,-91.453575,-92.05021
-51.86134,-52.51968,-53.17752,-52.325085,-51.472004,-51.309605,-51.14745
-41.002483,-40.595463,-40.187237,-40.02087,-39.855583,-38.78421,-37.712914
-52.967857,-52.675663,-52.38462,-52.119217,-51.853054,-51.16256,-50.47168
-15.448605,-15.711429,-15.975688,-16.340681,-16.704794,-15.295062,-13.884919
-9.179339,-9.433615,-9.688519,-9.150099,-8.612207,-8.272326,-7.9317956
11.264007,10.933535,10.603348,10.207949,9.811958,9.593649,9.37349
19.213474,19.868734,20.525368,21.086218,21.648203,21.801195,21.954798
36.34465,37.699127,39.053276,39.20307,39.352386,38.84089,38.330086
70.03814,70.33289,70.62783,70.7711,70.913956,71.18238,71.44986
10.014367,9.50883,9.001079,9.43663,9.871686,9.753379,9.633777
15.023938,15.153619,15.28336,15.007873,14.732535,14.914364,15.097238
-40.94055,-41.620773,-42.300728,-42.04254,-41.783707,-41.60119,-41.417828
-84.66296,-85.79269,-86.923485,-86.674,-86.42638,-86.64709,-86.867775
-56.500893,-56.019444,-55.538887,-54.823822,-54.10732,-54.848328,-55.58926
0.032722794,1.2855381,2.5375378,1.8783726,1.2190503,0.6787532,0.13876018
-28.732883,-29.190348,-29.647198,-28.798565,-27.95045,-29.135778,-30.320953
45.179688,45.257965,45.33643,45.5755,45.814003,46.898003,47.981567
-32.837578,-33.101044,-33.36475,-32.352287,-31.339664,-29.876673,-28.412132
29.044731,29.207735,29.371304,30.522993,31.674423,31.411295,31.148405
93.28755,93.74892,94.20898,95.01839,95.82923,95.47265,95.114845
-0.51141584,-0.73139834,-0.9504894,-1.54693,-2.1426523,-2.6600263,-3.1757846
-74.77857,-73.974884,-73.16939,-72.77429,-72.38083,-72.12393,-71.86815
77.145096,76.65353,76.16268,75.30257,74.4413,74.64517,74.848206
63.75059,63.617115,63.481606,63.00138,62.52255,62.648903,62.77388
-12.949132,-12.825018,-12.702628,-12.754889,-12.806888,-13.628629,-14.447158
64.972786,65.01155,65.05124,64.42702,63.802483,62.484142,61.165043
54.068077,54.748615,55.428745,55.300644,55.173798,55.59543,56.017166
-55.242023,-55.998276,-56.75389,-57.188156,-57.621475,-58.321163,-59.02116
38.35784,38.947254,39.53557,40.80091,42.06507,43.092194,44.11864
8.488165,8.334838,8.1809225,8.194547,8.20726,8.448126,8.689738
35.741035,35.846058,35.951565,36.494743,37.038185,37.571587,38.10409
-5.7439656,-6.229782,-6.714307,-7.045082,-7.375179,-7.6595964,-7.944682
2.031955,1.0452979,0.05941134,0.49232513,0.92573005,0.7047265,0.4851783
50.317368,50.304955,50.29106,50.121674,49.950996,49.126175,48.30074
95.56067,96.00299,96.44428,95.979195,95.514114,95.82864,96.1438
-18.945095,-19.64764,-20.34919,-20.684216,-21.022373,-20.719421,-20.41798
-20.050882,-20.695097,-21.34072,-20.074951,-18.810617,-17.889194,-16.970528
67.68861,68.15563,68.62174,68.978714,69.33575,68.48844,67.64067
-52.008213,-52.5218,-53.034966,-53.03274,-53.030033,-53.691654,-54.35186
-50.74666,-50.59007,-50.43238,-50.318336,-50.2028,-50.044365,-49.88468
-17.790627,-17.61854,-17.446497,-17.40763,-17.368677,-16.339283,-15.309352
21.447866,21.250853,21.054354,21.071138,21.0876,21.065012,21.042944
-28.060452,-29.175728,-30.291527,-30.578001,-30.865076,-30.957142,-31.049532
-48.880177,-49.552277,-50.22329,-49.543407,-48.862255,-48.683533,-48.507053
26.86007,27.030048,27.199627,27.390347,27.58153,28.184822,28.78761
3.571166,2.7021275,1.834385,2.4235458,3.0112648,2.9456234,2.8787498
91.95345,91.68356,91.41249,89.45397,87.495575,87.410095,87.32419
-105.02631,-105.60659,-106.18674,-105.95793,-105.729645,-106.12769,-106.526085
33.443314,33.119083,32.79719,32.50968,32.22248,31.500303,30.77871
-72.86483,-73.31497,-73.765785,-73.14283,-72.519905,-72.09322,-71.66761
0.78970206,-0.22324693,-1.2370561,-0.4000486,0.43757308,0.8710295,1.3062903
38.06672,38.55333,39.03967,39.335457,39.63097,39.26771,38.905758
-3.3546379,-3.1737225,-2.9932663,-3.45278,-3.9125865,-4.5944343,-5.277436
33.95021,33.80087,33.652428,33.97775,34.30237,35.75659,37.210243
-25.124495,-24.654295,-24.183577,-23.789425,-23.395212,-23.17856,-22.961027
31.302786,32.400173,33.497417,33.388332,33.279873,32.354557,31.428892
-80.99083,-81.772545,-82.554726,-82.44874,-82.34207,-82.28739,-82.232025
2.357365,1.9922422,1.6279186,3.046615,4.464541,4.1604285,3.8565142
-4.941149,-5.1724005,-5.402703,-6.1483207,-6.893873,-6.8687167,-6.843632
20.717445,20.345734,19.972761,20.433275,20.893257,21.454048,22.01515
-42.87503,-43.649277,-44.423683,-43.922558,-43.42092,-43.291077,-43.162315
-92.79364,-93.94987,-95.10597,-95.14465,-95.18227,-95.01245,-94.84171
-3.7455585,-4.1453366,-4.5437617,-4.434584,-4.324555,-4.795634,-5.266642
-82.49067,-81.85702,-81.22377,-81.112686,-81.0023,-81.02654,-81.05066
48.005676,48.057358,48.10842,49.631233,51.1538,50.12026,49.086662
-33.29893,-33.21568,-33.1328,-33.82282,-34.513878,-34.693974,-34.873867
49.188686,49.2059,49.223515,48.838676,48.453457,48.861893,49.26905
15.156495,14.894418,14.633116,14.536537,14.440557,14.206741,13.971375
-25.993431,-26.81584,-27.63824,-27.8585,-28.076208,-27.524113,-26.971367
101.43149,102.2444,103.05789,102.448204,101.838745,102.30429,102.7702
58.033936,58.759167,59.484196,58.48563,57.48769,57.160458,56.833668
14.729941,15.850213,16.970003,16.87528,16.781563,17.466234,18.15146
-22.668766,-23.354939,-24.03932,-24.138477,-24.237617,-24.653858,-25.069782
30.283741,31.465557,32.650536,32.749912,32.848057,33.796608,34.74545
73.16434,73.33167,73.49935,73.27076,73.04153,72.34808,71.6525
-19.741419,-20.366383,-20.990114,-21.349012,-21.706991,-21.5186,-21.330908
-59.796783,-60.608143,-61.419872,-61.590965,-61.762894,-61.918262,-62.074627
-118.51252,-118.926445,-119.342186,-117.74693,-116.150375,-116.10015,-116.050285
12.987157,11.739275,10.48994,10.63286,10.776396,10.608393,10.44052
-67.25944,-67.46623,-67.67345,-67.87231,-68.06979,-67.99719,-67.92578
9.0716305,9.695514,10.317231,11.153853,11.991239,12.72977,13.468173
78.58638,78.79154,78.993706,78.33287,77.67109,77.70581,77.739265
-88.79798,-89.1445,-89.49132,-87.801384,-86.109215,-86.32154,-86.53222
12.4937935,13.468162,14.44227,13.477227,12.5118,11.793169,11.0763855
44.05536,43.823277,43.59196,44.09047,44.588158,44.684452,44.7817
-39.88619,-38.624527,-37.363403,-37.608086,-37.855392,-36.96363,-36.073563
39.296276,39.161407,39.026546,38.943817,38.8598,38.689373,38.51947
-41.93667,-43.025887,-44.11521,-43.99517,-43.87448,-44.12555,-44.376717
35.92863,36.135975,36.34279,36.28723,36.22943,36.245434,36.261852
-43.02042,-44.117996,-45.215027,-44.96183,-44.71004,-43.79993,-42.889744
-47.403015,-47.35886,-47.315014,-47.263992,-47.212574,-48.196224,-49.18
-32.888126,-33.11713,-33.34688,-34.45351,-35.561073,-36.583836,-37.606197
-2.6836247,-2.0734677,-1.4643241,-0.9976655,-0.5315553,-0.46184453,-0.39139518
63.00146,64.03479,65.06769,64.4089,63.750652,64.10012,64.45178
-58.501522,-59.45519,-60.405907,-59.75998,-59.11385,-58.308064,-57.50194
43.05031,43.7872,44.524868,44.349525,44.175312,44.062775,43.9513
-14.734746,-15.437257,-16.138931,-16.700722,-17.261282,-17.313042,-17.365309
6.0405216,6.5668373,7.092592,7.2445908,7.396134,6.960059,6.5234156
-47.493744,-48.542824,-49.5921,-48.88225,-48.171608,-47.873222,-47.575306
-19.249945,-19.73185,-20.213058,-20.523874,-20.835653,-22.126362,-23.418259
-27.048012,-26.508858,-25.9691,-26.0002,-26.03094,-26.299992,-26.569456
-36.885532,-36.804333,-36.72366,-37.732235,-38.740696,-39.147198,-39.552563
-95.65726,-95.77888,-95.89845,-96.35823,-96.81778,-96.788284,-96.7577
-3.268094,-3.1522703,-3.0369015,-3.3974886,-3.7579336,-3.6137648,-3.4708872
-51.700344,-52.06674,-52.431507,-53.161045,-53.889565,-53.21745,-52.544685
18.131935,17.3605,16.59014,16.298449,16.005226,14.819408,13.633208
-28.584856,-28.911678,-29.238441,-28.69336,-28.147892,-29.202635,-30.257107
59.276966,60.360416,61.443554,61.784122,62.12545,61.55355,60.98393
-21.572027,-21.343542,-21.117125,-20.91531,-20.712507,-20.560827,-20.408403
24.369146,25.379862,26.390434,25.76124,25.131477,24.587198,24.042757
-33.370243,-33.484783,-33.60026,-34.025948,-34.450634,-34.848118,-35.24535
-7.4050198,-7.724493,-8.045741,-7.9923058,-7.9397635,-6.4506063,-4.9630466
2.800562,2.2123375,1.6267279,1.4878653,1.3477,1.7224234,2.0980072
14.485819,15.331162,16.17566,15.294676,14.413694,14.13898,13.862921
54.912476,55.253983,55.595394,54.399746,53.20263,52.305405,51.40927
-19.466965,-18.978981,-18.490868,-17.844734,-17.197382,-17.45177,-17.706469
6.4034305,6.7207336,7.037936,6.6833196,6.325665,6.288258,6.2501035
-46.231895,-47.113285,-47.99398,-48.115402,-48.23588,-47.710693,-47.184685
59.959007,60.935123,61.909966,62.144257,62.37745,61.750755,61.123043
-108.30757,-107.92947,-107.55191,-105.92485,-104.29856,-104.35865,-104.4176
-19.26306,-18.989155,-18.714746,-18.317245,-17.919378,-19.121305,-20.323383
11.853733,12.575994,13.297835,12.656561,12.014824,12.608633,13.203142
-33.05652,-33.37899,-33.70026,-32.555492,-31.409513,-32.145313,-32.878777
55.73248,56.039177,56.345585,56.04773,55.74776,55.966778,56.185917
3.180129,3.2832975,3.3856893,3.9776378,4.5693483,4.701402,4.8333783
34.48782,35.836147,37.183163,36.70074,36.21757,36.37617,36.535076
81.81919,81.925644,82.03193,80.85132,79.670044,79.92441,80.178085
-78.043945,-77.84936,-77.65449,-77.04664,-76.44009,-75.39104,-74.34248
-31.598362,-32.42254,-33.245407,-33.71026,-34.175976,-33.33735,-32.49908
4.938459,4.2077107,3.476072,3.5291936,3.583143,2.9757402,2.3689086
-47.00654,-47.11831,-47.23052,-46.50444,-45.7779,-44.868954,-43.961178
-51.844917,-51.640926,-51.436623,-50.464016,-49.489464,-49.13449,-48.781048
88.0872,87.804665,87.52262,87.40468,87.28558,87.10126,86.91709
-0.40475482,-0.020610504,0.36373073,1.5771965,2.7900398,3.1069562,3.4220903
0.16123463,-0.86603045,-1.8936975,-1.6188767,-1.3457267,-0.75295234,-0.15914415
-10.765764,-10.912619,-11.061291,-11.64555,-12.229038,-13.359979,-14.489443
-14.21158,-14.337442,-14.462857,-14.773009,-15.0816965,-16.500933,-17.921955
67.26446,67.72282,68.18041,67.544365,66.90798,66.78599,66.66468
-24.257114,-23.212854,-22.168749,-23.362612,-24.557299,-25.216578,-25.876049
10.428601,10.142773,9.856834,9.060553,8.262491,7.740603,7.2182193
82.18686,82.27628,82.367775,81.53156,80.69433,80.12588,79.55862
15.613546,15.010626,14.406378,14.679818,14.952516,15.586714,16.221819
49.24746,49.41569,49.5837,50.872437,52.160698,53.322132,54.482048
-17.287218,-17.4535,-17.61793,-18.348526,-19.077723,-19.92474,-20.769789
34.879402,34.577206,34.273212,34.515373,34.75875,35.42772,36.096367
68.67132,68.60026,68.52929,69.11993,69.71076,70.68249,71.65348
24.167212,23.68417,23.201082,23.4391,23.676003,24.480719,25.284224
26.774147,26.436552,26.097668,25.88868,25.681156,25.173788,24.667845
-64.87853,-65.30108,-65.72356,-66.1461,-66.56837,-65.740974,-64.91404
8.905778,8.041368,7.17887,7.250124,7.32018,6.980484,6.6397805
-98.11042,-98.480675,-98.85202,-97.914604,-96.97722,-96.314674,-95.651665
-5.151596,-4.912239,-4.6738625,-5.039097,-5.4044685,-5.4093513,-5.414486
3.5674083,3.856226,4.144723,3.575476,3.0068429,1.4396801,-0.12741183
-21.180084,-22.338064,-23.494415,-23.934692,-24.375402,-23.691608,-23.007542
-97.62421,-98.16811,-98.71298,-98.64147,-98.572296,-97.89295,-97.212906
115.11168,116.002304,116.89255,116.393845,115.89508,115.7135,115.53192
-55.81258,-56.28954,-56.767773,-56.96934,-57.171223,-57.119785,-57.06769
-1.7044215,-2.084776,-2.465383,-1.5821867,-0.69756174,0.5781059,1.8539467
34.199417,34.69135,35.18241,34.633984,34.08548,33.711056,33.336433
-75.808716,-76.14541,-76.48313,-74.82094,-73.15983,-73.16227,-73.16453
-7.411009,-7.526979,-7.6430936,-6.7866383,-5.9316125,-5.235737,-4.5415816
-47.354877,-46.83718,-46.320217,-46.841183,-47.36147,-46.69115,-46.02284
14.535689,14.765159,14.995487,14.052892,13.110339,11.860202,10.60977
-27.58321,-28.280087,-28.97635,-28.780582,-28.585299,-29.412746,-30.239878
-29.787466,-30.787569,-31.786701,-31.82378,-31.861485,-31.355436,-30.85021
28.739159,29.389856,30.04065,29.71993,29.401247,28.924109,28.446821
-10.500325,-11.335276,-12.169908,-12.359552,-12.548924,-12.244185,-11.938709
-24.449968,-24.356844,-24.262941,-24.387426,-24.511951,-24.07979,-23.646894
57.994762,57.517117,57.03826,56.51667,55.996136,55.598125,55.200237
-24.213278,-25.391241,-26.569794,-26.91792,-27.265148,-28.2891,-29.313051
-78.67329,-79.248985,-79.824005,-78.70786,-77.59234,-76.994896,-76.3987
-11.410686,-10.186045,-8.961115,-8.75884,-8.555871,-9.655741,-10.757122
21.801714,23.5043,25.20593,26.458794,27.712702,27.768755,27.825632
-39.119354,-39.96734,-40.81511,-40.59337,-40.372936,-40.593845,-40.81596
-56.67714,-56.63269,-56.587715,-56.705162,-56.82218,-56.450863,-56.080803
35.40825,35.242268,35.07617,34.584595,34.093468,34.284386,34.4763
15.1502905,15.650706,16.152311,15.906177,15.660375,15.093777,14.526508
-4.798184,-4.047204,-3.2973692,-2.7671177,-2.2375393,-2.1391034,-2.0409636
7.420263,7.195344,6.9705114,7.4887395,8.006538,8.318705,8.629684
-39.133907,-39.676662,-40.219803,-40.172043,-40.122677,-39.903957,-39.68457
-25.140545,-24.889948,-24.63958,-25.239695,-25.839664,-25.432175,-25.025425
100.57997,100.614136,100.64808,100.822075,100.994545,100.495476,99.99472
9.664064,9.063436,8.462568,8.32219,8.183883,8.139442,8.094355
16.525932,16.982883,17.437517,18.22173,19.006798,18.87091,18.73391
-42.790714,-42.648094,-42.50623,-43.478935,-44.45199,-43.657093,-42.861862
-45.964333,-45.18298,-44.402386,-44.351536,-44.298496,-44.58834,-44.877872
36.40814,36.106087,35.80226,36.13199,36.463097,37.24923,38.03457
-14.1266,-13.669903,-13.214941,-12.872991,-12.531174,-12.962367,-13.392849
21.525251,21.369547,21.213472,21.531874,21.85045,22.225674,22.600664
-15.667934,-15.626939,-15.585767,-14.543571,-13.500822,-12.788041,-12.074259
-60.624344,-60.409595,-60.19543,-59.475613,-58.757584,-58.531254,-58.304077
-26.866688,-26.488737,-26.110271,-26.624811,-27.140675,-27.342861,-27.542734
-61.348225,-62.062023,-62.775486,-61.652866,-60.53114,-59.726936,-58.924496
-16.19167,-15.435259,-14.680252,-14.266731,-13.853668,-14.567304,-15.279644
-9.393906,-10.101842,-10.809175,-11.47906,-12.148573,-11.51305,-10.877195
-9.699138,-9.641806,-9.585518,-10.015914,-10.446516,-9.876937,-9.304878
58.655647,58.390373,58.125572,58.407917,58.689163,58.030537,57.37372
-25.911777,-25.584742,-25.25925,-25.64837,-26.036116,-25.62158,-25.206457
-8.765459,-9.668443,-10.571666,-10.607784,-10.644008,-10.3514,-10.057414
40.081112,40.54887,41.01558,40.829533,40.644363,40.014263,39.38405
-0.4897656,-0.11235234,0.26324418,0.5447364,0.825799,1.7880983,2.7503872
-16.632772,-17.087679,-17.542284,-17.717062,-17.893852,-18.542818,-19.193869
25.797724,25.9723,26.146774,25.689867,25.232233,26.549198,27.865276
10.738067,10.719951,10.703562,11.215772,11.729072,11.1405,10.552152
56.327156,56.321198,56.315296,56.01288,55.711205,55.288036,54.8657
-8.411813,-8.584656,-8.75543,-8.669876,-8.582741,-8.252949,-7.9244947
38.173622,38.924942,39.676125,40.28861,40.900486,40.71239,40.525036
30.364275,30.41823,30.470377,30.522121,30.573654,30.753399,30.933231
55.335716,56.298454,57.260628,56.56833,55.875313,55.666336,55.45852
60.2431,60.140327,60.037342,60.04032,60.04469,60.432068,60.820187
10.055418,9.617853,9.180338,9.732477,10.285042,9.493864,8.701042
-31.383762,-31.364782,-31.34481,-31.34364,-31.343319,-30.784607,-30.22458
76.52615,76.83092,77.13426,76.42775,75.71876,75.87291,76.02656
45.475906,45.49546,45.515236,45.46692,45.418488,45.418762,45.419003
-64.83365,-65.37912,-65.924934,-66.63443,-67.34419,-67.84672,-68.34859
41.047157,40.961483,40.877274,40.066418,39.257206,39.58016,39.90299
-64.274315,-63.184753,-62.095245,-61.752636,-61.410667,-60.693024,-59.975517
-50.904575,-51.896343,-52.886364,-53.152233,-53.417812,-53.030205,-52.641644
-9.989045,-10.187225,-10.384672,-10.017197,-9.648638,-10.072364,-10.495278
16.494427,16.561914,16.628424,16.851118,17.07357,17.272669,17.470833
20.212318,20.6788,21.145737,21.925125,22.704777,22.430399,22.15677
-57.752632,-57.282204,-56.813538,-56.29821,-55.782234,-55.16478,-54.546394
34.93705,35.20092,35.464657,34.272697,33.0811,33.148666,33.21589
9.7924,9.954048,10.115078,10.674848,11.23527,10.954462,10.674131
40.018898,40.41427,40.80911,40.840553,40.870033,39.860508,38.84961
-68.596985,-67.9691,-67.34168,-67.03726,-66.732475,-67.39712,-68.06192
0.6504846,0.36164528,0.07214026,-0.7312111,-1.5352397,-1.9533467,-2.3718972
-25.73556,-27.14705,-28.556175,-28.31526,-28.074415,-28.325483,-28.576075
-39.146557,-38.89493,-38.64168,-37.81567,-36.989765,-37.0062,-37.023308
46.548023,46.473423,46.398357,46.1057,45.81162,44.882725,43.953827
71.87647,71.45811,71.039406,70.420906,69.803246,69.78118,69.75829
50.869514,51.08792,51.30722,51.570484,51.833847,51.546265,51.25727
-89.604645,-89.11417,-88.62354,-87.904175,-87.185036,-87.39032,-87.59331
108.799126,108.427956,108.058266,108.14123,108.2227,109.680275,111.138725
-20.893473,-21.492468,-22.092371,-21.784744,-21.478321,-21.1518,-20.824368
-92.66024,-93.25137,-93.84452,-93.89094,-93.93632,-94.8511,-95.76414
-42.621086,-42.74178,-42.863354,-43.29226,-43.721313,-44.270004,-44.820847
-82.584496,-83.453415,-84.32182,-84.09812,-83.87435,-85.36945,-86.86332
-93.85207,-95.11938,-96.38571,-95.981926,-95.57706,-95.959854,-96.34156
18.1945,19.24939,20.305319,19.684242,19.063396,19.281435,19.499777
11.662202,13.210307,14.757835,14.766594,14.773864,15.355141,15.935067
12.44511,12.508553,12.573133,12.385208,12.198452,12.879833,13.56068
55.28672,55.005386,54.724262,54.716347,54.709953,54.943016,55.176918
23.32378,21.960632,20.597198,19.522154,18.44966,19.29924,20.148434
17.885326,19.397076,20.907383,20.688099,20.467054,19.17141,17.875305
-6.671881,-6.974981,-7.2794824,-6.5924096,-5.9060416,-6.8658767,-7.8254075
-10.958587,-10.690611,-10.4209385,-10.602529,-10.783385,-10.821111,-10.858208
53.051876,53.48398,53.915127,53.656437,53.39489,54.292538,55.189682
-70.20908,-69.79879,-69.38961,-68.42824,-67.46721,-67.36411,-67.2629
-18.006596,-18.243967,-18.48166,-17.999783,-17.519201,-17.167953,-16.81758
17.932747,17.549889,17.165298,17.793709,18.422634,17.926598,17.431574
14.420408,14.704082,14.988874,15.321307,15.65271,16.552011,17.450989
26.801744,26.580368,26.35839,26.363401,26.368687,26.748226,27.12793
-7.6771703,-8.122709,-8.568601,-8.962498,-9.357575,-9.065333,-8.773602
5.765704,5.371964,4.979252,5.9337354,6.889611,7.601417,8.314244
1.9855615,1.8461791,1.7085778,1.9155456,2.1213126,2.3159466,2.5092015
-20.14719,-20.365856,-20.584824,-20.2044,-19.822845,-19.7531,-19.682165
-51.912674,-52.67323,-53.433254,-53.246517,-53.058666,-52.316143,-51.574207
-18.097069,-18.894007,-19.690449,-19.555157,-19.419346,-17.753174,-16.087063
76.247955,76.478836,76.70716,76.36652,76.026344,75.59136,75.15626
-69.62257,-70.54578,-71.46898,-71.92631,-72.38354,-72.19437,-72.00605
-86.49971,-87.455574,-88.41031,-88.20028,-87.99073,-86.76726,-85.54244
-1.0047342,-1.146547,-1.2872745,-1.3921591,-1.4969112,-2.1118808,-2.7276793
-47.79453,-47.381966,-46.969727,-46.675304,-46.381023,-45.900524,-45.420254
2.3816154,2.4928918,2.60532,1.61713,0.62766117,0.29019067,-0.04555277
23.965227,24.416426,24.867748,25.380344,25.892857,26.095104,26.297436
-12.267495,-12.796898,-13.327212,-12.25434,-11.182076,-11.31119,-11.442417
-2.693164,-1.6321042,-0.5718558,-0.104870066,0.361943,0.98191905,1.6018884
15.609769,14.822416,14.035602,13.057052,12.07985,11.853894,11.62688
41.90969,42.61665,43.32457,43.894238,44.462856,44.757927,45.05201
-38.69276,-38.927555,-39.160606,-39.10367,-39.04682,-39.004234,-38.96293
-46.27592,-46.390038,-46.50585,-46.317787,-46.127644,-46.318794,-46.50818
5.577339,6.1343126,6.6914654,7.344468,7.9966297,7.7003765,7.403117
-66.61519,-66.97072,-67.32601,-67.05475,-66.78279,-66.95028,-67.11673
-2.7552836,-2.7542841,-2.7527144,-2.2626889,-1.773329,-1.9714463,-2.1712677
-4.111843,-3.7116492,-3.31164,-3.165887,-3.0185478,-4.2685533,-5.519108
55.493168,55.66323,55.831905,55.730938,55.628956,55.509125,55.38734
-6.3665857,-6.865608,-7.3642006,-7.147579,-6.9307346,-6.2429476,-5.5545235
-66.1755,-66.087166,-65.99812,-66.07774,-66.15595,-65.12867,-64.09881
-19.960007,-19.74974,-19.540205,-19.37744,-19.212748,-19.671083,-20.129448
6.2821236,7.063904,7.8453665,7.441004,7.036544,7.3423033,7.649808
-60.653385,-60.488365,-60.323586,-59.306095,-58.288063,-58.44887,-58.608555
43.934,43.799763,43.665752,43.577766,43.489895,42.123352,40.75766
-40.99861,-41.568146,-42.137318,-42.328316,-42.520275,-42.49103,-42.461502
9.299001,9.16385,9.028136,8.847023,8.664769,8.934459,9.205853
26.072062,26.19557,26.318962,25.816473,25.313826,24.208576,23.103754
91.85875,92.759415,93.65873,92.900894,92.142975,92.31914,92.49448
-69.4012,-69.59104,-69.78165,-69.47841,-69.17432,-68.151886,-67.129776
26.493725,25.792538,25.090208,24.885763,24.681519,23.591654,22.500038
-34.374702,-33.72556,-33.074844,-32.712395,-32.3497,-33.51137,-34.672516
-42.045303,-42.97969,-43.913383,-44.92053,-45.928394,-45.77951,-45.630947
-57.459606,-56.24798,-55.03599,-54.316708,-53.59857,-53.646435,-53.693287
15.406778,15.483509,15.558756,16.040844,16.52431,16.772964,17.023115
39.712734,40.034317,40.35768,40.717205,41.07569,40.776726,40.477898
10.496679,10.851959,11.207736,12.380255,13.552406,13.740576,13.928288
5.930993,5.909046,5.8877063,4.8569627,3.8256145,4.7624683,5.6992784
-72.807,-72.45622,-72.106316,-71.61854,-71.13039,-71.315765,-71.50067
38.51562,39.078087,39.641502,39.235332,38.827934,39.373253,39.918884
55.233585,55.581543,55.927654,55.78142,55.63492,56.481304,57.325573
138.00034,139.24171,140.48447,139.88234,139.28004,138.23018,137.17883
60.26549,60.145126,60.02407,59.33691,58.651264,57.178146,55.70496
5.908185,6.1705084,6.432472,7.3331633,8.234214,8.449078,8.665474
55.40959,55.631065,55.85389,54.75319,53.652443,53.588806,53.523594
-78.34998,-78.587425,-78.822914,-78.39582,-77.96793,-77.84379,-77.71843
3.0611541,3.0125663,2.9648674,2.7731292,2.5810287,2.3927581,2.205262
-31.646704,-32.424786,-33.204372,-33.141186,-33.077557,-32.73641,-32.395763
-93.87973,-94.48489,-95.09037,-94.771324,-94.45247,-95.063286,-95.67478
-48.0212,-48.345165,-48.66857,-48.89997,-49.129307,-49.07404,-49.018
-10.992457,-11.276205,-11.559178,-12.388627,-13.216947,-14.151812,-15.0871525
25.279823,25.787617,26.293928,27.256378,28.219803,28.4396,28.658958
17.83199,17.632387,17.434761,16.70839,15.980851,15.740796,15.49992
-8.379869,-8.535646,-8.692453,-8.794632,-8.898557,-8.0413265,-7.184503
7.89322,9.107473,10.320706,10.76268,11.202612,11.33153,11.460794
34.75982,35.248634,35.73802,35.900085,36.06153,35.727703,35.393593
