2014 SVI No Vehicle Data and Encoding,2015 SVI No Vehicle Data and Encoding,2016 SVI No Vehicle Data and Encoding,2017 SVI No Vehicle Data and Encoding,2018 SVI No Vehicle Data and Encoding,2019 SVI No Vehicle Data and Encoding,2020 SVI No Vehicle Data and Encoding
29.442825,31.093609,32.81459,33.6117,34.4136,35.53563,36.677933
23.066872,23.394398,23.745695,23.21707,22.70232,22.849886,23.047148
-103.82287,-104.189255,-104.56377,-103.54208,-102.52344,-103.61331,-104.714645
-24.013773,-24.474155,-24.965607,-24.401476,-23.820242,-21.21908,-18.555866
18.373613,18.208189,18.05451,16.638163,15.226009,15.882669,16.556707
-100.778755,-99.70234,-98.6739,-100.57951,-102.48705,-102.03831,-101.594505
-24.59723,-25.887615,-27.122559,-28.26704,-29.404303,-28.94511,-28.460815
59.297073,59.215885,59.20146,60.24967,61.277966,63.0281,64.71248
-71.381546,-72.32623,-73.25408,-72.760155,-72.28198,-71.71514,-71.20063
91.77055,92.71046,93.71298,92.42906,91.1625,88.4886,85.89164
79.253914,80.37472,81.44704,80.539345,79.640114,80.50376,81.40092
-56.801914,-57.26315,-57.675014,-58.54639,-59.429115,-58.36043,-57.338985
-34.583847,-32.7592,-30.965313,-31.488602,-32.012108,-33.44037,-34.870888
1.2481508,0.16045856,-0.92439747,-2.676198,-4.441531,-6.322467,-8.254867
-6.2024026,-6.394852,-6.6355243,-6.9006352,-7.1695857,-7.6821656,-8.206801
-43.5773,-44.793114,-45.96721,-46.994392,-48.0103,-50.190468,-52.324947
5.452806,5.174966,4.9272313,4.5259004,4.1086073,4.025965,3.8865101
-18.161835,-19.14208,-20.175838,-20.22631,-20.273243,-20.753323,-21.216702
41.703693,41.6583,41.561024,41.93455,42.317375,43.220676,44.156742
4.428869,3.7506788,3.0080035,1.832827,0.6762756,0.15200913,-0.29927194
-19.143253,-18.835463,-18.488592,-17.873365,-17.254522,-17.664202,-18.053858
-0.96409225,-2.1820724,-3.3661494,-2.687149,-2.0268066,0.72388494,3.4064724
-27.73805,-27.483515,-27.17504,-27.553974,-27.943926,-27.271357,-26.638529
-49.721535,-49.851364,-49.979023,-51.42026,-52.87926,-51.16317,-49.51528
41.960045,42.967094,43.9466,44.842922,45.744873,47.2523,48.78403
-2.1137247,-1.9989182,-1.8406218,-4.645778,-7.4376817,-8.542066,-9.594712
148.11188,148.51556,148.85555,147.22961,145.59772,142.88925,140.16086
-67.96429,-69.82377,-71.714294,-72.57891,-73.4468,-74.48398,-75.53859
58.147587,59.25058,60.350586,60.03793,59.733635,58.408672,57.119522
-10.0428295,-10.440998,-10.790213,-11.270734,-11.749456,-12.000561,-12.2474
-38.720963,-38.711018,-38.715,-37.875797,-37.05292,-35.511364,-34.038292
53.309853,52.27323,51.269726,49.322273,47.39046,46.360523,45.396725
44.285694,43.190937,42.057785,42.978996,43.888203,44.574497,45.220623
9.535753,9.1063175,8.721415,8.813093,8.906872,8.115713,7.3295403
2.6126332,1.9451623,1.308661,2.9477124,4.569773,6.118214,7.5962377
81.7587,81.56453,81.31633,80.152374,78.97871,77.63647,76.25792
30.916473,29.849817,28.784496,29.25037,29.725754,29.675085,29.662754
3.8209455,3.5754812,3.3150647,5.0899477,6.8802314,8.1798525,9.537083
43.295002,42.795357,42.30639,42.031,41.743702,41.910896,42.03275
-1.2726548,-1.1479287,-1.0579126,-1.2394521,-1.4122734,-1.4204714,-1.3816187
8.895368,9.084298,9.228265,10.03915,10.85116,11.912962,12.978887
-48.891003,-49.82243,-50.68809,-51.04909,-51.42836,-50.171673,-48.98471
-1.8880248,-2.229762,-2.6378636,-3.3147025,-3.972075,-5.0799017,-6.1181536
91.10819,92.515305,93.96689,93.41115,92.87041,91.69988,90.59828
46.004314,45.651897,45.320503,45.53925,45.75689,45.321358,44.888317
-80.256035,-80.71158,-81.141785,-79.57317,-78.01981,-77.13447,-76.31304
24.077332,25.189606,26.256458,24.722076,23.183495,24.197273,25.187233
-9.598094,-9.97205,-10.276481,-8.5635395,-6.846249,-6.797081,-6.7278523
-55.850544,-56.02495,-56.197906,-55.335243,-54.47661,-52.48977,-50.518288
32.287342,30.914057,29.479507,29.5067,29.534378,28.505848,27.475922
16.830193,16.971985,17.105824,18.843298,20.566341,20.589014,20.558897
6.302601,6.713499,7.066923,5.468296,3.8740575,2.495386,1.141653
15.68107,15.169933,14.657827,13.592598,12.535564,10.618141,8.734037
73.51528,71.943825,70.41815,70.375916,70.326096,71.85928,73.36438
-82.82949,-82.53575,-82.2749,-80.95476,-79.62249,-77.83353,-76.002525
-19.595272,-20.187923,-20.793465,-20.539667,-20.273315,-20.039198,-19.766302
-18.014395,-18.139545,-18.306667,-19.44741,-20.5847,-22.146742,-23.698973
19.98369,19.798271,19.60177,21.269098,22.952648,23.328905,23.770374
-14.590333,-14.225033,-13.811876,-14.993406,-16.158768,-17.66341,-19.101345
16.289427,16.532526,16.82996,17.129885,17.431799,17.4895,17.552908
58.800198,58.560875,58.334843,57.26135,56.17101,54.902317,53.575283
-22.303793,-21.985748,-21.632341,-21.813334,-21.99985,-21.203897,-20.430628
-40.04515,-39.07106,-38.15746,-37.383327,-36.600983,-38.05539,-39.479153
37.272842,38.092506,38.88388,41.692966,44.497917,47.123825,49.738373
-74.3417,-75.729164,-77.096375,-75.65976,-74.23941,-73.3546,-72.52714
103.91216,105.10062,106.34421,105.76299,105.18288,104.730354,104.28109
-79.72884,-81.05865,-82.44928,-81.78111,-81.10229,-79.60317,-78.06605
64.31631,65.25065,66.25177,67.64433,69.04096,68.69959,68.37115
-8.580332,-9.6267605,-10.62484,-10.457928,-10.281837,-10.939865,-11.553186
60.412968,58.60185,56.77559,55.891167,54.99325,54.63771,54.23204
55.534954,56.35384,57.11832,58.194176,59.27786,57.68057,56.10841
-23.522717,-23.624355,-23.661852,-21.42252,-19.189709,-18.7687,-18.37859
-4.4423037,-4.3502192,-4.204638,-2.8350704,-1.4653537,-1.3865182,-1.3040683
-11.92893,-10.637494,-9.339625,-9.5462,-9.734212,-9.862932,-9.920383
20.058424,20.570765,21.04581,20.385807,19.720999,20.545803,21.353338
-28.08054,-28.701773,-29.326933,-27.848211,-26.360033,-26.737345,-27.080536
9.120991,9.290127,9.476461,8.30636,7.122414,5.7935586,4.413342
-1.6282654,-1.4114037,-1.2112226,-0.58454895,0.034169205,-1.3506517,-2.7616901
-35.791527,-35.396667,-34.993683,-33.26232,-31.527075,-33.135166,-34.73275
0.69813776,1.2051969,1.7767515,1.2713342,0.7528219,-0.33209512,-1.4715786
8.558533,8.934806,9.27805,9.0485735,8.823749,8.672718,8.541304
2.9123201,2.6921806,2.4058428,1.7309837,1.0491047,-1.3792677,-3.8310242
-23.15145,-23.346106,-23.553995,-23.332287,-23.091965,-23.812338,-24.455881
-15.391165,-13.196566,-11.049791,-11.208126,-11.351763,-11.874888,-12.334946
32.656406,32.78607,32.90381,32.519726,32.13181,31.71369,31.283325
61.040665,61.70098,62.41116,60.963135,59.510544,59.320946,59.12081
-58.87212,-59.452972,-60.00001,-60.158733,-60.334087,-57.892536,-55.518425
-17.3808,-17.561375,-17.671562,-18.573051,-19.462868,-19.125557,-18.742237
2.7554228,2.6809237,2.606253,3.9076731,5.2135262,6.2463584,7.300714
71.42309,71.451836,71.46055,70.77088,70.092705,70.635185,71.2226
-25.061625,-25.133833,-25.236223,-26.077127,-26.916689,-29.437809,-31.95573
-11.191684,-11.292026,-11.339933,-10.02454,-8.695815,-6.514752,-4.2892027
-31.075932,-31.97395,-32.806713,-33.8943,-34.964787,-36.677383,-38.321144
-64.87809,-63.966064,-63.021763,-62.456303,-61.873444,-59.937073,-57.939972
-37.09271,-38.266872,-39.390842,-39.012302,-38.63898,-39.604897,-40.59471
48.440384,49.779716,51.18203,50.661766,50.12143,50.883053,51.577393
18.65369,20.093866,21.578705,20.934816,20.290531,19.123674,17.957787
-3.1542337,-2.8233936,-2.4738452,-1.9171342,-1.3605736,-1.1414975,-0.9196556
86.11262,86.688576,87.329605,85.917145,84.51248,82.068954,79.65201
77.779655,77.4681,77.12998,76.6393,76.13731,76.49898,76.82031
13.079021,13.061462,12.988976,11.205156,9.4349785,7.4773307,5.576017
25.676596,26.217453,26.824059,25.920122,25.025467,24.992186,24.999289
86.77097,88.279106,89.81823,89.25288,88.69519,88.59141,88.51387
-34.44973,-34.066086,-33.693306,-33.812958,-33.919243,-33.42089,-32.872375
-4.7482777,-5.4721828,-6.2085867,-6.4455085,-6.6704636,-8.508929,-10.296731
-38.54198,-39.20127,-39.89418,-38.8967,-37.906387,-36.3487,-34.823654
42.10339,41.64095,41.16238,42.759296,44.345318,44.131035,43.874065
64.132706,65.21943,66.29852,65.80111,65.312935,65.88589,66.494125
-22.332615,-22.176748,-21.9873,-21.954144,-21.933437,-19.886444,-17.889952
78.73482,79.78952,80.86648,80.86084,80.84395,80.040474,79.20021
-6.914029,-6.771514,-6.570823,-7.0585213,-7.561049,-8.603415,-9.708769
-45.92483,-46.66529,-47.371384,-49.460262,-51.533295,-52.56048,-53.52439
83.2158,81.35973,79.556206,78.52437,77.50222,76.340706,75.219864
15.034214,15.541617,15.997276,15.476905,14.938263,12.697643,10.383926
12.06576,13.055034,14.074306,14.703431,15.333346,13.720804,12.115449
-28.870913,-29.165781,-29.470114,-28.81987,-28.170954,-28.109863,-28.0589
16.576805,17.116312,17.702227,16.483847,15.279204,13.982884,12.74196
40.73588,40.714943,40.663136,41.496307,42.318077,42.09655,41.829735
-1.906264,-2.046027,-2.1868446,-1.1269633,-0.06759992,0.12523207,0.30777773
-16.273613,-16.713018,-17.145956,-16.468594,-15.785992,-15.017191,-14.226504
20.223251,19.398815,18.582405,18.895723,19.20741,20.039448,20.868671
8.072253,8.554767,9.081314,8.195978,7.3015165,5.7672944,4.2077746
3.2176054,3.5422218,3.865969,2.591317,1.3179052,-0.42128927,-2.159423
-40.727173,-39.773685,-38.817654,-38.371525,-37.942802,-37.32201,-36.768612
77.3245,78.517044,79.70188,79.161224,78.61513,76.44229,74.25349
-2.0897388,-1.351726,-0.64560324,-0.6001906,-0.56496817,0.19165914,0.90581757
-18.927248,-19.072638,-19.207108,-18.521603,-17.82701,-17.179071,-16.498968
88.80655,89.128174,89.39505,88.3109,87.21497,86.52014,85.77994
-23.911343,-24.96011,-26.035057,-24.98885,-23.93523,-24.159225,-24.350046
24.427872,25.337215,26.210897,26.202034,26.210384,26.449574,26.745481
2.8465421,4.2820106,5.7178855,4.557035,3.408363,2.6390035,1.9169556
-34.25501,-34.7947,-35.29483,-36.700386,-38.111305,-40.051193,-42.007492
5.0712724,4.8389153,4.650989,5.5957556,6.528261,8.770331,10.965384
-58.7381,-59.264572,-59.753956,-57.22951,-54.697754,-54.870617,-55.014275
48.569077,47.69539,46.763844,46.701145,46.644962,46.029858,45.441483
29.079077,27.28401,25.555235,25.901958,26.234987,25.078207,23.869425
25.539656,23.940035,22.320524,23.591747,24.867367,24.935144,25.013714
-2.748469,-3.709645,-4.6520286,-1.2654139,2.1146386,2.7778904,3.4115374
-7.770096,-6.983474,-6.2077937,-7.208523,-8.208687,-9.899196,-11.590557
28.563862,27.932281,27.318764,28.394627,29.480831,29.575932,29.704424
-9.51242,-9.666621,-9.895936,-10.267376,-10.64841,-9.831112,-9.05059
-5.1967063,-5.463472,-5.7270617,-7.786876,-9.852094,-9.275738,-8.723198
-96.97983,-96.86659,-96.76008,-95.00979,-93.27719,-92.301414,-91.39313
-8.395908,-8.607601,-8.831612,-9.39703,-9.946306,-11.667044,-13.334251
16.131575,14.635453,13.1167755,13.055526,12.9813,12.896382,12.755058
48.058983,49.24724,50.39956,50.75723,51.124935,50.047466,49.01351
-17.615248,-16.312323,-15.029456,-14.313966,-13.610067,-11.795801,-10.031754
-26.972044,-28.147228,-29.38646,-30.638306,-31.909637,-32.56838,-33.2957
-1.63851,-2.3206704,-3.0317008,-3.0853956,-3.1336334,-3.2947621,-3.4345944
-16.848999,-14.306881,-11.80533,-12.107121,-12.422794,-12.659864,-12.950356
0.98114175,0.9400498,0.8967387,0.9160573,0.93648595,0.38468522,-0.16242917
-3.422922,-3.47148,-3.5887146,-4.4059668,-5.2233214,-5.6561027,-6.083465
-18.319084,-18.665627,-19.06217,-16.469091,-13.857806,-13.991023,-14.0542755
-25.052937,-26.48435,-27.899143,-29.813951,-31.731642,-31.816868,-31.915676
4.840751,4.696938,4.5929065,4.3506374,4.113199,4.4128337,4.732305
27.686323,28.897089,30.103254,30.89279,31.669247,32.70571,33.688095
3.3997414,4.4911265,5.5768313,5.6122966,5.6552463,5.791824,5.9545627
23.448524,23.024439,22.525452,24.887672,27.229607,27.62276,27.942558
5.980973,6.6221175,7.272138,6.599912,5.9160523,4.9216456,3.8858495
7.1920886,7.2889037,7.357654,7.017339,6.6614394,6.349814,5.9789767
-17.874235,-16.670935,-15.409361,-15.919458,-16.446056,-16.083601,-15.7788315
-77.3289,-77.19208,-77.07526,-74.9628,-72.861565,-71.21405,-69.61327
-24.76802,-24.858282,-24.901522,-23.612747,-22.307295,-22.379082,-22.392275
-59.222828,-60.810257,-62.368416,-61.372837,-60.392097,-58.742203,-57.153168
-8.386706,-9.311615,-10.211532,-9.632926,-9.057412,-10.612547,-12.1846285
35.34182,35.79141,36.296104,36.673645,37.056637,36.16604,35.298767
9.433043,8.759626,8.090253,9.162996,10.243868,8.994913,7.7843447
-17.229006,-17.086624,-17.003359,-16.458925,-15.898654,-15.88517,-15.812398
-12.159758,-13.248865,-14.360994,-13.996334,-13.635857,-13.660486,-13.703247
-26.114256,-25.493053,-24.88255,-25.233967,-25.58458,-23.483067,-21.378248
5.603865,5.804105,6.002795,6.0769167,6.1432953,5.9081435,5.6467023
53.28032,54.27755,55.31221,54.4731,53.651962,54.756523,55.924194
98.00424,98.14681,98.36121,98.2202,98.07379,96.07318,94.05249
69.00564,68.97208,68.91223,66.24155,63.589558,61.8104,60.09406
-2.0706046,-3.4143126,-4.8040376,-3.9082072,-3.004598,-1.8948578,-0.7610286
-7.625741,-7.3170333,-7.064569,-7.957067,-8.843915,-10.114247,-11.36388
-1.6014255,-0.9481615,-0.22195235,-0.5710305,-0.9378041,-2.0420413,-3.2119455
-13.879687,-14.610645,-15.403973,-17.012812,-18.634882,-19.762943,-20.936958
-41.536945,-40.642757,-39.737144,-41.003784,-42.28425,-42.747295,-43.268505
-40.71739,-39.83471,-38.899754,-40.889812,-42.884968,-43.941677,-45.020115
-58.177036,-57.32867,-56.418514,-56.49434,-56.56856,-57.00329,-57.436695
37.16641,37.69056,38.244644,39.203453,40.164425,40.34225,40.53058
-8.000874,-6.267351,-4.531721,-3.5873146,-2.6615286,-2.6097622,-2.635851
41.758175,41.905087,42.092106,43.43375,44.781925,44.93703,45.11764
62.244083,62.66645,63.06182,62.217564,61.36096,61.797882,62.182316
24.340681,24.519987,24.722925,23.867807,23.001907,23.961542,24.88045
53.879684,54.035194,54.213898,54.599644,54.96978,55.673252,56.320618
70.971794,71.52175,72.07769,70.1561,68.22154,66.560326,64.84343
-3.095677,-3.015326,-2.8907962,-1.9884114,-1.0699143,0.6820531,2.4873652
71.10573,73.05882,75.02707,74.80263,74.59621,73.54521,72.564926
32.912395,33.030552,33.15072,32.968914,32.769817,32.54335,32.24814
-33.832855,-33.422756,-32.999424,-32.620308,-32.240154,-32.754814,-33.259487
-28.467012,-27.745892,-26.96617,-26.437994,-25.898457,-26.120174,-26.309734
16.130737,16.264479,16.42599,15.722197,15.023534,15.478031,15.950467
-24.079973,-25.746672,-27.385483,-28.756876,-30.121574,-29.715612,-29.285658
-27.511532,-29.067245,-30.601412,-29.897226,-29.209164,-27.972672,-26.79533
11.33259,11.680774,12.076107,10.277965,8.480232,5.9684815,3.4540865
41.990658,42.145546,42.28875,44.39521,46.486256,48.75451,50.968052
-42.353798,-41.414276,-40.41307,-39.326004,-38.250706,-37.223686,-36.246567
53.57671,54.023026,54.452263,54.283695,54.10314,52.851967,51.55307
19.73833,18.691706,17.687284,19.577902,21.455568,22.791143,24.073917
-28.85895,-30.284786,-31.72944,-31.529064,-31.321772,-31.6622,-31.975718
-65.451355,-66.01574,-66.54657,-66.90292,-67.25003,-68.242584,-69.20322
58.393032,59.46298,60.569687,58.031967,55.5134,51.508945,47.579308
1.0028242,2.0597243,3.0717406,3.0755935,3.084499,3.9749694,4.8827167
-55.80371,-56.371765,-56.989594,-57.99029,-58.981636,-58.51459,-58.013916
-15.749734,-15.502758,-15.276902,-15.747043,-16.205622,-16.952223,-17.655128
-1.4970852,-3.3558764,-5.1979575,-4.446134,-3.7112193,-3.2410045,-2.8318038
1.4656421,1.1650611,0.8547784,2.712539,4.5765142,5.8704433,7.180559
-68.32016,-69.8517,-71.41728,-69.890755,-68.36604,-66.05712,-63.74947
83.96619,84.07433,84.21433,84.30813,84.40252,83.36835,82.34144
5.5190864,5.819427,6.189319,5.567247,4.9313674,4.619678,4.2466063
8.661136,10.322736,11.974931,11.853742,11.726598,10.358146,8.974805
48.417667,48.206562,47.986164,46.35506,44.733715,44.338463,43.977833
-10.316024,-10.591143,-10.843015,-11.485515,-12.118258,-11.961926,-11.771718
-43.574142,-44.406807,-45.273003,-46.341045,-47.421116,-46.057434,-44.73386
78.17743,78.8318,79.471725,78.913605,78.337105,77.99255,77.57512
-52.97658,-53.169262,-53.391678,-54.540745,-55.68323,-56.261715,-56.816525
21.307064,21.41303,21.565514,22.010986,22.46603,23.33209,24.241594
-55.72041,-56.103752,-56.440228,-55.906162,-55.377266,-54.500816,-53.64286
-18.849905,-17.185266,-15.55495,-13.826845,-12.093583,-13.901051,-15.684396
-33.219753,-33.37406,-33.457916,-32.655148,-31.843119,-33.872417,-35.868916
-1.731106,-1.6495426,-1.6355245,-2.5453422,-3.4507744,-5.3053303,-7.1479797
8.102732,6.926673,5.6931467,5.867733,6.0504465,7.2106066,8.395646
-18.322786,-17.042913,-15.809684,-16.912748,-18.011408,-17.865835,-17.707945
8.730436,9.121258,9.525868,9.595953,9.649766,10.135306,10.56086
0.6161126,2.0566652,3.4494197,4.755145,6.0670967,5.4939785,4.9404936
94.69982,95.40412,96.17598,93.74251,91.30878,92.30797,93.309525
-36.07856,-35.87703,-35.66335,-35.788002,-35.911934,-34.647392,-33.376274
-75.06015,-74.77378,-74.42766,-74.49889,-74.55913,-74.92795,-75.24809
2.7954748,2.6084554,2.3649137,1.8755978,1.3749675,2.6492412,3.8840158
19.792135,20.27528,20.793951,19.740162,18.676483,17.293228,15.871527
55.73773,56.31165,56.837517,57.548218,58.271515,57.355927,56.48571
8.75693,8.792704,8.845747,7.0847397,5.3218536,3.1445138,0.95743734
-22.505466,-22.302816,-22.170753,-20.232452,-18.299026,-15.829434,-13.375849
17.861485,18.54702,19.265823,21.245564,23.230736,22.33071,21.450691
-6.1058807,-5.9868298,-5.8644447,-7.9973526,-10.131277,-10.730604,-11.335627
24.405603,25.406946,26.442694,25.046755,23.664715,22.440548,21.268457
-3.7622333,-4.5386405,-5.323811,-5.6557355,-5.9744287,-6.59106,-7.1623397
-57.84208,-59.5184,-61.24518,-60.50953,-59.785824,-58.573215,-57.40128
-9.3140955,-9.136346,-9.010269,-8.54562,-8.088669,-7.2755113,-6.490126
83.19068,83.01769,82.881905,80.832,78.79046,77.24882,75.74716
12.421357,13.278674,14.108703,14.954082,15.799471,15.154894,14.505274
9.523657,9.373069,9.2790165,11.753816,14.2469015,13.092726,12.008254
21.619871,23.905405,26.199188,24.899462,23.584414,21.251108,18.858727
8.217848,8.269642,8.335106,5.6539516,2.9668045,3.7993145,4.6028614
45.808746,46.71061,47.560738,48.773956,49.983814,50.412777,50.8333
-21.232616,-21.20811,-21.225054,-19.520092,-17.803879,-17.571264,-17.293697
-46.667618,-47.24638,-47.839993,-47.809303,-47.7766,-47.351234,-46.92579
-36.337315,-38.67532,-40.996147,-41.482548,-41.969036,-41.49947,-41.026524
-55.715073,-56.97152,-58.289036,-58.245224,-58.192993,-57.96767,-57.70819
-37.502056,-38.09819,-38.752754,-39.801888,-40.83574,-41.058437,-41.221306
17.327621,16.861198,16.329138,17.08279,17.84686,19.39861,20.994282
-33.88253,-34.60261,-35.35552,-34.38093,-33.39525,-33.223003,-33.022316
15.455057,14.919865,14.413809,13.855539,13.304951,11.900458,10.523979
18.57581,19.331926,20.079405,18.454216,16.824707,15.323071,13.803828
23.754929,23.055454,22.377823,21.110415,19.834156,21.228714,22.590305
1.5690194,1.1468049,0.7344552,0.90316784,1.0909139,1.8055574,2.5859473
8.527061,9.511936,10.565912,9.062299,7.5537624,7.451846,7.331891
-75.018265,-74.55449,-74.101234,-73.30005,-72.48639,-72.22165,-71.91124
4.59907,3.0302377,1.4926581,0.08535428,-1.3348584,-0.3620897,0.56613964
77.76333,77.85171,77.97019,79.577446,81.19886,81.14649,81.14912
-7.946531,-9.238545,-10.482073,-11.179109,-11.877246,-11.6008,-11.328963
-29.771856,-29.344776,-28.973984,-29.187681,-29.406427,-28.725828,-28.073015
-82.2722,-82.24078,-82.217514,-81.63134,-81.05973,-79.13142,-77.267296
0.8513862,-0.241578,-1.2964829,-0.08367242,1.1312171,0.8780433,0.62434304
-10.856971,-11.189734,-11.57548,-12.702493,-13.825572,-15.6223345,-17.408815
58.26216,58.62763,59.017033,58.0,56.989304,55.67942,54.393654
2.0378318,2.0419946,2.0215993,3.5565095,5.087326,5.995236,6.8862863
8.177884,8.540294,8.941798,10.292542,11.656213,14.341142,17.075314
22.602865,24.363842,26.056484,27.419,28.797235,31.088182,33.440838
71.47638,73.484276,75.48546,73.8759,72.249596,70.45592,68.59919
9.351318,8.6201725,7.959499,8.63055,9.311721,8.942657,8.609018
36.31263,38.467888,40.680103,39.67011,38.67249,36.459118,34.2961
-73.31672,-74.21671,-75.17491,-74.32037,-73.45782,-73.87458,-74.26352
-39.1497,-39.941723,-40.76375,-39.617172,-38.46533,-38.773804,-39.06522
-123.604866,-125.244804,-126.94863,-125.748184,-124.54316,-123.44126,-122.316154
-70.63802,-70.50838,-70.40249,-72.16546,-73.94564,-72.47115,-71.06169
29.97259,31.328821,32.67871,32.085278,31.508026,31.335775,31.215927
65.23894,67.43456,69.602135,72.06768,74.54978,73.45968,72.43427
29.216476,29.036488,28.799614,30.542028,32.290447,33.980747,35.690258
17.132452,17.754547,18.39163,19.972736,21.548405,23.700907,25.841043
13.141367,12.340292,11.59384,9.718712,7.8621473,8.011401,8.22825
55.855366,55.53533,55.219337,55.039772,54.84443,52.866623,50.82383
22.739737,23.15625,23.62633,22.401453,21.179771,20.898176,20.63086
-31.216015,-31.203844,-31.262035,-31.343706,-31.41022,-29.638044,-27.80482
-88.27268,-89.33107,-90.3817,-89.49238,-88.60002,-88.00065,-87.38276
30.533615,31.294128,32.026276,31.909122,31.809801,30.008091,28.271893
20.23884,19.970379,19.722221,21.10114,22.464172,22.308805,22.08617
-4.704968,-3.826777,-2.9592557,-2.694203,-2.4141335,-0.07807405,2.3078837
68.079575,68.15218,68.261055,67.48149,66.69218,67.12963,67.52191
45.364426,45.33455,45.314938,45.870693,46.416874,47.688194,48.917824
-80.08712,-80.28618,-80.47882,-77.199104,-73.923775,-73.12537,-72.347534
128.4593,129.19905,129.95094,129.72118,129.49332,129.0252,128.55562
58.092197,57.385204,56.71038,57.655373,58.60729,58.4988,58.415726
60.064926,59.694458,59.296402,59.32006,59.354656,59.05539,58.799393
-13.725623,-13.872601,-13.9661455,-15.380099,-16.787052,-16.180958,-15.549606
20.053944,19.602468,19.106546,19.828653,20.55612,21.675224,22.814905
-0.2741544,-1.0729,-1.9385245,-1.4679654,-1.0110662,0.86877704,2.7045667
60.860966,59.468414,58.14649,59.186623,60.24174,61.037426,61.885426
-1.801867,-2.239262,-2.636517,-2.3825707,-2.1388688,0.24625352,2.5930781
-97.31285,-97.06278,-96.81728,-97.81551,-98.83221,-98.28472,-97.800514
-85.27878,-86.375305,-87.45773,-86.08982,-84.73338,-83.10405,-81.522095
18.337963,17.972408,17.62536,17.813765,18.017157,18.821905,19.68027
7.733696,8.57958,9.359979,9.523998,9.703299,10.944344,12.239289
-15.187776,-16.287071,-17.40481,-16.316198,-15.240527,-15.251208,-15.312263
-14.726336,-14.923272,-15.081298,-13.189027,-11.283395,-9.815972,-8.300557
-16.239588,-17.139282,-18.10285,-17.77046,-17.428541,-16.094091,-14.732571
40.923916,40.1578,39.342625,37.48552,35.61397,33.089718,30.512222
-3.610704,-4.9471803,-6.2776837,-6.784227,-7.2960725,-7.8178334,-8.361455
39.00916,39.32347,39.62166,38.751156,37.892075,37.176064,36.51142
8.547616,7.519368,6.502708,4.923346,3.3340697,1.9293494,0.4924226
-7.2866173,-7.4732056,-7.6129837,-7.9474964,-8.27836,-7.600334,-6.9024467
84.65803,86.08626,87.47167,86.033615,84.57605,84.07225,83.50395
-86.25804,-86.72706,-87.20993,-87.47627,-87.75522,-88.5153,-89.32504
-3.6156852,-4.344247,-5.004465,-5.2181253,-5.4226246,-6.687248,-7.912238
-6.2365427,-5.6014047,-4.936844,-4.0579066,-3.1730833,-3.6722283,-4.144097
20.703587,20.880339,21.068909,21.048111,21.011858,20.867016,20.655586
-24.420238,-24.19509,-23.935287,-25.757666,-27.566174,-29.39451,-31.171059
68.01926,68.39631,68.77575,70.505005,72.228096,72.52637,72.79643
-16.75828,-17.264894,-17.796524,-18.682167,-19.558653,-19.179523,-18.759474
-13.347831,-12.506237,-11.673383,-9.756352,-7.8474927,-7.934958,-8.0585785
44.162674,46.140343,48.16694,49.220474,50.26222,51.452274,52.59632
31.588991,32.069324,32.57768,34.054573,35.51653,36.73897,37.903515
40.495903,40.058495,39.60934,40.44235,41.290558,40.37864,39.527786
-29.60076,-31.045023,-32.447178,-33.08752,-33.718376,-33.52122,-33.285915
-40.78628,-40.760193,-40.6735,-40.07247,-39.48462,-38.252434,-37.064495
0.75121576,-0.14408036,-0.9966261,-0.27824137,0.42778376,3.67041,6.870702
-20.470142,-19.485504,-18.440521,-19.985292,-21.525536,-23.420418,-25.300491
-8.8899145,-8.001342,-7.147103,-7.978701,-8.817566,-10.758115,-12.723554
-5.1867857,-4.5303526,-3.883065,-3.5444248,-3.1900146,-3.1135452,-2.9842937
-22.693165,-22.211815,-21.75665,-23.212519,-24.670357,-24.308174,-23.956871
30.77125,30.914053,31.061626,32.13184,33.205605,31.361528,29.520668
16.504961,16.107393,15.712611,16.44338,17.183958,17.889627,18.62979
13.668056,12.362555,11.0365505,8.772331,6.501564,6.1732187,5.8167734
53.252567,53.31351,53.344917,54.605133,55.85392,56.32405,56.751648
-2.8418555,-3.2596111,-3.6185691,-0.9815021,1.655951,2.6605124,3.659532
-27.568249,-28.772577,-30.0354,-28.821857,-27.611029,-27.309404,-27.022541
69.58752,68.789,67.984566,68.85169,69.73592,70.0816,70.4981
-33.02982,-33.127487,-33.216167,-32.627155,-32.020737,-31.840635,-31.590597
-20.560331,-22.203377,-23.85273,-23.383776,-22.926966,-22.394796,-21.919641
5.323203,5.219277,5.0588937,4.3266892,3.5809414,4.390255,5.146567
69.417816,70.230835,71.09329,70.64949,70.20356,69.670685,69.12793
80.252205,80.4224,80.550606,79.644005,78.730934,77.45003,76.14916
17.497478,17.257776,16.989582,16.990726,17.000238,17.532198,18.098892
-9.755102,-9.007443,-8.219691,-7.7674704,-7.3320026,-6.688533,-6.109599
-35.838985,-34.809795,-33.776443,-32.29441,-30.799597,-29.594078,-28.338678
18.054764,17.7116,17.379215,14.94255,12.48779,14.863556,17.177032
51.606857,51.303345,51.068356,51.36944,51.688297,53.4168,55.214096
-70.00631,-71.06194,-72.1473,-72.33901,-72.54321,-73.60537,-74.71266
-61.559742,-61.340145,-61.116226,-62.88609,-64.64949,-65.09082,-65.51051
