2014 Mortality Data and Encoding,2015 Mortality Data and Encoding,2016 Mortality Data and Encoding,2017 Mortality Data and Encoding,2018 Mortality Data and Encoding,2019 Mortality Data and Encoding,2020 Mortality Data and Encoding,2014 Dispensing Data and Encoding,2015 Dispensing Data and Encoding,2016 Dispensing Data and Encoding,2017 Dispensing Data and Encoding,2018 Dispensing Data and Encoding,2019 Dispensing Data and Encoding,2020 Dispensing Data and Encoding,2014 SVI Aged 17 or Younger Data and Encoding,2015 SVI Aged 17 or Younger Data and Encoding,2016 SVI Aged 17 or Younger Data and Encoding,2017 SVI Aged 17 or Younger Data and Encoding,2018 SVI Aged 17 or Younger Data and Encoding,2019 SVI Aged 17 or Younger Data and Encoding,2020 SVI Aged 17 or Younger Data and Encoding,2014 SVI Aged 65 or Older Data and Encoding,2015 SVI Aged 65 or Older Data and Encoding,2016 SVI Aged 65 or Older Data and Encoding,2017 SVI Aged 65 or Older Data and Encoding,2018 SVI Aged 65 or Older Data and Encoding,2019 SVI Aged 65 or Older Data and Encoding,2020 SVI Aged 65 or Older Data and Encoding,2014 SVI Below Poverty Data and Encoding,2015 SVI Below Poverty Data and Encoding,2016 SVI Below Poverty Data and Encoding,2017 SVI Below Poverty Data and Encoding,2018 SVI Below Poverty Data and Encoding,2019 SVI Below Poverty Data and Encoding,2020 SVI Below Poverty Data and Encoding,2014 SVI Crowding Data and Encoding,2015 SVI Crowding Data and Encoding,2016 SVI Crowding Data and Encoding,2017 SVI Crowding Data and Encoding,2018 SVI Crowding Data and Encoding,2019 SVI Crowding Data and Encoding,2020 SVI Crowding Data and Encoding,2014 SVI Disability Data and Encoding,2015 SVI Disability Data and Encoding,2016 SVI Disability Data and Encoding,2017 SVI Disability Data and Encoding,2018 SVI Disability Data and Encoding,2019 SVI Disability Data and Encoding,2020 SVI Disability Data and Encoding,2014 SVI Group Quarters Data and Encoding,2015 SVI Group Quarters Data and Encoding,2016 SVI Group Quarters Data and Encoding,2017 SVI Group Quarters Data and Encoding,2018 SVI Group Quarters Data and Encoding,2019 SVI Group Quarters Data and Encoding,2020 SVI Group Quarters Data and Encoding,2014 SVI Limited English Ability Data and Encoding,2015 SVI Limited English Ability Data and Encoding,2016 SVI Limited English Ability Data and Encoding,2017 SVI Limited English Ability Data and Encoding,2018 SVI Limited English Ability Data and Encoding,2019 SVI Limited English Ability Data and Encoding,2020 SVI Limited English Ability Data and Encoding,2014 SVI Minority Status Data and Encoding,2015 SVI Minority Status Data and Encoding,2016 SVI Minority Status Data and Encoding,2017 SVI Minority Status Data and Encoding,2018 SVI Minority Status Data and Encoding,2019 SVI Minority Status Data and Encoding,2020 SVI Minority Status Data and Encoding,2014 SVI Mobile Homes Data and Encoding,2015 SVI Mobile Homes Data and Encoding,2016 SVI Mobile Homes Data and Encoding,2017 SVI Mobile Homes Data and Encoding,2018 SVI Mobile Homes Data and Encoding,2019 SVI Mobile Homes Data and Encoding,2020 SVI Mobile Homes Data and Encoding,2014 SVI Multi-Unit Structures Data and Encoding,2015 SVI Multi-Unit Structures Data and Encoding,2016 SVI Multi-Unit Structures Data and Encoding,2017 SVI Multi-Unit Structures Data and Encoding,2018 SVI Multi-Unit Structures Data and Encoding,2019 SVI Multi-Unit Structures Data and Encoding,2020 SVI Multi-Unit Structures Data and Encoding,2014 SVI No High School Diploma Data and Encoding,2015 SVI No High School Diploma Data and Encoding,2016 SVI No High School Diploma Data and Encoding,2017 SVI No High School Diploma Data and Encoding,2018 SVI No High School Diploma Data and Encoding,2019 SVI No High School Diploma Data and Encoding,2020 SVI No High School Diploma Data and Encoding,2014 SVI No Vehicle Data and Encoding,2015 SVI No Vehicle Data and Encoding,2016 SVI No Vehicle Data and Encoding,2017 SVI No Vehicle Data and Encoding,2018 SVI No Vehicle Data and Encoding,2019 SVI No Vehicle Data and Encoding,2020 SVI No Vehicle Data and Encoding,2014 SVI Single-Parent Household Data and Encoding,2015 SVI Single-Parent Household Data and Encoding,2016 SVI Single-Parent Household Data and Encoding,2017 SVI Single-Parent Household Data and Encoding,2018 SVI Single-Parent Household Data and Encoding,2019 SVI Single-Parent Household Data and Encoding,2020 SVI Single-Parent Household Data and Encoding,2014 SVI Unemployed Data and Encoding,2015 SVI Unemployed Data and Encoding,2016 SVI Unemployed Data and Encoding,2017 SVI Unemployed Data and Encoding,2018 SVI Unemployed Data and Encoding,2019 SVI Unemployed Data and Encoding,2020 SVI Unemployed Data and Encoding
-17.411924,-18.9098,-21.696665,-23.138277,-22.42444,-22.29872,-29.809092,-0.1339851,0.7353634,1.9766393,3.4356942,3.1268983,5.89815,5.8649745,-114.881905,-114.80306,-114.72485,-113.11344,-111.504135,-111.24546,-110.98743,11.629861,11.004396,10.379919,10.706668,11.034602,11.5499325,12.065822,50.481792,50.891335,51.301003,51.473965,51.646744,50.031605,48.416733,66.69845,65.986885,64.9927,63.365185,61.720425,59.533424,57.186844,-24.171497,-24.096611,-23.976461,-24.559326,-25.142315,-25.317635,-25.49255,3.0293267,3.8410008,4.652638,4.19511,3.736193,3.386617,3.0364869,55.127815,54.72803,54.32805,52.903732,51.483894,49.457756,47.428974,-20.445787,-20.498215,-20.550741,-20.868149,-21.185665,-21.244183,-21.301643,20.29191,20.787134,21.281525,21.595686,21.91007,21.3448,20.779312,15.459509,15.681183,15.902161,15.3888645,14.874857,14.6145115,14.353299,-20.177137,-20.363638,-20.5493,-21.000154,-21.450417,-21.576326,-21.703676,-12.705531,-12.052712,-11.39827,-10.3564625,-9.301195,-7.343817,-5.333075,10.243129,8.750306,7.2568007,6.5662947,5.8662815,6.8688498,7.859908,-8.342061,-7.5813336,-6.6127687,-6.4677825,-6.322535,-7.748673,-8.908656
7.063458,7.962678,8.696252,9.318182,8.621807,8.401415,10.244381,5.30888,5.110153,2.8711002,2.8035934,1.5879495,-3.7653942,-4.2580795,50.882576,50.91753,50.951775,50.06622,49.18069,48.490314,47.79978,38.997604,38.91521,38.833954,38.671516,38.509117,38.278614,38.04589,55.190792,55.26021,55.33113,55.28709,55.242397,53.669987,52.096752,-25.750095,-26.946823,-28.145409,-25.591322,-23.127481,-21.344952,-19.463434,16.637545,16.738672,16.775639,17.77094,18.767344,18.049204,17.331491,-50.51915,-50.84695,-51.17582,-50.77118,-50.36573,-50.00444,-49.644505,-134.98091,-135.22871,-135.47585,-131.95659,-128.42339,-129.22949,-129.98769,-3.001177,-3.125994,-3.2518733,-3.3787997,-3.50548,-3.7382243,-3.970669,28.045994,27.717537,27.389833,27.10772,26.826515,27.396263,27.965755,2.0214775,2.4480197,2.874462,2.242442,1.6092756,0.47479036,-0.6599094,-80.02881,-80.34786,-80.66667,-80.396065,-80.126,-79.45523,-78.78565,81.67036,84.18133,86.71476,87.042015,87.36608,87.684364,87.98919,48.343807,48.86574,49.386906,49.484447,49.578064,52.41285,55.07542,16.600355,16.841896,16.961313,16.509367,16.056725,17.816364,19.421898
0.21074088,-0.39542758,-0.2817306,-1.1478938,-0.9390168,-0.52574533,-0.41602033,-55.57046,-50.207592,-47.0894,-43.505825,-38.750114,-28.928888,-28.884209,-55.308537,-54.802914,-54.298435,-53.43047,-52.56493,-52.166176,-51.76649,-6.5249743,-6.398211,-6.2739315,-5.625525,-4.978436,-4.855782,-4.7314954,-47.121037,-47.485416,-47.8503,-48.186325,-48.523243,-47.95523,-47.38786,46.309185,47.87354,49.46764,50.573,51.752293,53.961193,56.56588,-13.978296,-14.370069,-14.754806,-14.312175,-13.869476,-12.99925,-12.1293,22.239315,21.622936,21.00783,20.395939,19.783937,19.587404,19.393223,16.470322,17.093838,17.716585,18.101446,18.450476,18.353508,18.246199,46.10932,46.13218,46.155563,46.18683,46.21985,46.32403,46.429108,7.6327415,7.81177,7.99099,8.10258,8.213568,8.254124,8.294483,23.496408,24.120697,24.745035,25.158476,25.572203,24.979784,24.387129,65.165825,65.84744,66.52913,66.47203,66.4156,66.468864,66.52241,88.86666,91.37841,93.92405,91.148445,88.38791,87.77726,87.22207,-8.582113,-10.180597,-11.779728,-10.5238905,-9.261491,-7.7740116,-6.319055,3.936435,3.0943606,2.245581,2.0292618,1.813867,2.471125,3.1241858
-7.372372,-8.269512,-9.816364,-9.581753,-9.511171,-10.056115,-13.085673,21.273842,20.402945,18.273298,17.292711,15.975003,11.227328,9.946382,-76.13911,-77.033615,-77.928505,-77.45579,-76.981606,-76.49755,-76.01208,-58.339546,-58.56607,-58.792107,-58.350246,-57.908802,-57.790646,-57.67369,2.2704122,2.6222646,2.9741914,2.7406404,2.506107,2.833597,3.1608217,21.0132,20.314182,19.572664,20.689053,21.875479,22.8826,23.769976,-86.92967,-87.3537,-87.870125,-88.325005,-88.78089,-88.0701,-87.35566,-52.49446,-52.749428,-53.005398,-52.110268,-51.216797,-50.86414,-50.512062,74.87383,76.79455,78.71531,78.3437,78.00497,77.90525,77.85957,31.407068,31.592566,31.778442,31.538088,31.29907,30.66748,30.035322,18.806044,19.465826,20.123182,20.082958,20.041426,20.13191,20.222485,62.89769,63.41977,63.941814,64.20437,64.46826,65.08238,65.69542,37.89637,39.09794,40.298164,40.78992,41.28218,41.86776,42.45321,36.503746,38.08513,39.636196,39.520187,39.397064,39.378952,39.33269,65.67834,65.9516,66.22462,68.17991,70.15055,71.89684,73.50319,-21.141506,-20.708065,-20.323193,-20.64368,-20.964806,-21.123018,-21.337162
-30.610096,-33.830124,-38.403255,-41.2771,-39.49371,-39.254326,-52.963524,5.603563,5.1419673,4.8903804,4.2489734,3.4013305,-0.72800314,0.209,-31.098623,-30.389288,-29.680117,-30.414465,-31.14908,-31.756905,-32.36611,10.998718,10.562285,10.123369,9.6091175,9.095259,8.725325,8.355347,46.81409,47.181477,47.547848,47.934128,48.32053,50.08756,51.85377,-6.3107905,-5.0847974,-3.7936835,-0.15165466,3.546288,5.663544,7.6487756,42.14912,41.946583,41.82118,40.69882,39.576183,38.25779,36.937435,65.47692,65.71498,65.95391,65.82175,65.69007,66.132866,66.57391,-64.55937,-66.7894,-69.01919,-67.61076,-66.203575,-63.632767,-61.052475,8.116845,8.130708,8.143206,8.223182,8.302721,8.143983,7.985048,-2.0229053,-2.1380844,-2.2532463,-2.0120926,-1.7701303,-1.4304601,-1.0909253,24.99107,25.26216,25.533314,25.719995,25.906076,25.483955,25.063171,-29.194069,-29.677736,-30.163015,-31.589643,-33.01648,-32.780373,-32.543983,2.4874191,0.23691945,-2.0418625,-1.4485683,-0.8489589,-1.2000446,-1.5234451,110.386894,110.37456,110.36137,110.5257,110.70255,110.38421,109.90536,-33.270393,-32.655163,-32.25488,-32.3886,-32.522453,-35.70494,-39.15696
-11.778368,-12.486106,-14.3124485,-15.475714,-14.863601,-14.980469,-19.439745,-19.134975,-16.21084,-17.358416,-14.077458,-11.435458,3.986085,3.6588573,58.201454,57.776585,57.35278,57.335976,57.319397,58.01804,58.71728,-59.86302,-59.882153,-59.902256,-59.958927,-60.016598,-60.422504,-60.82992,-43.80112,-44.57605,-45.351707,-44.76572,-44.178303,-43.72296,-43.266605,14.465331,14.04943,13.485061,14.394276,15.200547,16.296093,17.379179,-77.54238,-78.22778,-79.04765,-78.86033,-78.67325,-78.64011,-78.60549,-37.75935,-37.66967,-37.579372,-37.019043,-36.458668,-36.291077,-36.123886,97.237625,96.44936,95.66122,95.369125,95.03879,95.452324,95.82599,52.091297,51.90579,51.71902,51.5464,51.37267,51.39773,51.42429,53.98042,53.457783,52.933937,52.602535,52.26993,52.413815,52.557945,-54.830162,-56.401955,-57.97424,-57.453835,-56.933258,-55.35478,-53.775356,58.68651,58.224495,57.763157,58.146667,58.530674,58.913994,59.29812,106.25557,106.246155,106.19832,104.004105,101.80646,99.157974,96.50165,36.681396,37.19756,37.71589,35.225975,32.748714,34.898933,36.948196,-69.1719,-69.25706,-69.427185,-67.38181,-65.33626,-63.87182,-62.51212
9.778499,9.859147,11.287604,12.185649,10.623355,10.178809,15.072398,-98.142784,-91.27983,-86.968056,-78.87281,-69.064,-42.802376,-41.289177,-9.815721,-10.331145,-10.847106,-11.162169,-11.478967,-11.12539,-10.770648,-45.353855,-45.481483,-45.60891,-44.942432,-44.27568,-44.407257,-44.536633,23.330328,23.83159,24.33243,24.023054,23.71432,24.602163,25.489359,54.30094,56.550854,58.918068,59.84108,60.807552,60.859066,60.759773,-26.165083,-26.72006,-27.294004,-27.261023,-27.22725,-26.15799,-25.08663,-16.338446,-16.351347,-16.36422,-16.033297,-15.700486,-15.825171,-15.947325,-5.4890647,-6.3283467,-7.166496,-6.877791,-6.6131053,-6.228029,-5.885514,-3.1183755,-3.1288488,-3.1384003,-2.9413078,-2.7449863,-2.768121,-2.791721,-5.400997,-5.79515,-6.188095,-5.886523,-5.58277,-5.44546,-5.3080745,45.059616,44.5188,43.979286,43.91462,43.849213,44.216118,44.583996,57.90156,57.39777,56.89385,56.312004,55.730026,55.50275,55.275684,10.547772,10.119006,9.715075,9.787121,9.854453,8.3140955,6.757594,5.9742236,7.5413585,9.109155,11.960704,14.801265,18.124258,21.401346,-3.0648882,-2.5601676,-2.249533,1.3082577,4.8657813,7.402553,9.699389
-0.37035087,-0.40255567,-0.17818078,-1.1206927,-0.4881017,-0.90484196,-0.4285544,-8.661442,-7.59964,-4.212879,-2.7779233,-1.5945548,8.648422,9.699644,-12.290769,-12.520287,-12.748279,-13.02284,-13.297557,-13.9658785,-14.632588,-42.961563,-43.056595,-43.151733,-43.53689,-43.9215,-43.94874,-43.97472,55.18852,56.095062,57.00093,57.66114,58.3208,58.199604,58.07813,-34.382282,-32.918354,-31.572443,-32.764072,-33.999943,-33.56355,-33.063145,-13.026283,-13.63245,-14.346157,-13.876053,-13.407093,-12.210865,-11.01656,120.17812,121.12281,122.06805,121.55964,121.04958,121.18926,121.33054,44.30015,44.275585,44.250427,44.346863,44.414825,42.24723,40.058647,-1.0822116,-0.9635344,-0.8445421,-0.86581,-0.88679415,-1.1810328,-1.4758588,-51.81506,-51.633953,-51.453,-51.392513,-51.331367,-51.211628,-51.091476,7.6442547,8.38921,9.133953,8.544674,7.954565,7.370968,6.7865334,-4.638011,-5.4315233,-6.22301,-6.8629904,-7.501979,-7.9600954,-8.418746,4.1736693,3.2184916,2.2581687,0.8320641,-0.60787445,-1.9872174,-3.4202666,1.9698471,3.6252863,5.2804437,7.10208,8.933506,10.110072,11.332392,55.1499,54.880917,54.679153,54.37153,54.063656,54.701035,55.431995
7.061488,7.809958,8.839132,9.564749,9.286428,9.26522,13.975581,-164.8881,-152.5795,-146.99489,-132.92824,-118.73782,-74.45616,-70.532036,37.01602,37.277546,37.540276,36.355312,35.170135,34.745586,34.32206,-0.115649514,0.3145749,0.7453229,0.7793214,0.8123509,0.27341813,-0.26564914,24.000912,25.044722,26.08916,26.9144,27.739424,28.763716,29.789347,33.27328,33.31429,33.40457,31.827795,30.194077,28.336456,26.74826,-4.748381,-5.371696,-5.9610753,-6.256433,-6.552361,-6.8254757,-7.0984445,-59.678658,-59.562183,-59.445633,-58.42447,-57.404278,-57.119003,-56.834385,-67.609146,-67.8088,-68.00916,-64.92788,-61.82433,-60.61594,-59.404354,-54.181408,-54.1401,-54.10031,-53.974236,-53.84843,-54.032875,-54.215294,-15.657083,-15.864055,-16.070244,-15.82725,-15.582907,-15.237235,-14.891759,91.65687,92.303345,92.950325,91.66451,90.380714,90.87028,91.36059,1.5446358,1.4144258,1.2860031,1.1603279,1.0342836,0.64524126,0.25557756,-10.275775,-12.6332245,-14.950048,-15.863027,-16.780344,-16.351158,-15.942563,-82.99463,-84.087265,-85.180405,-87.14755,-89.09822,-88.15667,-87.155136,-12.790713,-15.14063,-17.625696,-18.56886,-19.513407,-19.24966,-19.14967
-1.4176413,-1.6227459,-1.4712912,-2.1071463,-1.6384622,-1.9099275,-2.7040179,176.13434,162.54169,153.36624,136.84256,120.13762,69.83049,64.6542,-16.61006,-16.258333,-15.906786,-16.355295,-16.803633,-17.078352,-17.35246,67.61434,67.54191,67.46902,67.76591,68.063484,67.87144,67.67965,-48.226437,-48.36782,-48.509464,-48.593773,-48.67723,-47.144184,-45.61057,-34.081573,-35.983265,-37.8928,-37.91236,-37.96633,-37.402313,-36.76626,54.440857,53.495968,52.35565,52.24176,52.129234,53.10309,54.07813,-32.722813,-32.786434,-32.850662,-32.39895,-31.947994,-32.215004,-32.481983,94.64482,95.88708,97.129456,98.13617,99.1793,99.72167,100.29162,22.925098,22.772549,22.619093,22.940268,23.264015,22.737186,22.210083,-51.869205,-51.88712,-51.90482,-51.658916,-51.409115,-51.309902,-51.21104,87.48307,87.69306,87.90328,86.689445,85.47514,85.96773,86.45934,-20.804804,-21.212328,-21.620407,-21.00995,-20.401052,-19.139793,-17.8785,-60.773483,-60.500797,-60.28302,-61.577137,-62.86297,-62.67256,-62.452297,49.39028,50.212147,51.034626,51.275867,51.53206,48.66272,45.79493,98.290405,97.855194,97.27281,95.2744,93.27672,93.03181,92.59988
2.5661936,3.3911927,3.2352514,3.6166773,3.4659817,3.1910114,4.5988636,-47.625717,-44.39756,-42.351074,-36.929153,-32.187813,-20.649294,-20.018055,84.906494,85.184326,85.46009,85.4152,85.3699,85.00989,84.64993,-29.22915,-29.24479,-29.260397,-29.215096,-29.170538,-28.792772,-28.415648,-32.218533,-32.352573,-32.486687,-31.947659,-31.409567,-30.204142,-28.999811,-3.3724635,-2.6434271,-1.698251,1.4777563,4.6037807,4.687064,4.973363,-11.4050455,-11.672221,-11.875536,-11.716338,-11.557247,-10.396681,-9.23461,-102.148544,-103.524826,-104.90175,-104.34807,-103.79504,-103.54736,-103.30064,13.094045,12.332377,11.569547,8.534356,5.508609,4.9194784,4.3159094,-53.499554,-53.530643,-53.559673,-53.53343,-53.506523,-53.8154,-54.122208,-3.0118005,-3.504358,-3.9975164,-3.7650182,-3.530381,-3.1523244,-2.7757232,18.821758,19.859211,20.897749,20.676603,20.45521,20.274792,20.094965,-23.685514,-23.526464,-23.367474,-23.052628,-22.737612,-22.413742,-22.091549,-17.544127,-18.130209,-18.717798,-16.90246,-15.071995,-14.490345,-13.848983,47.389072,46.712734,46.035297,45.236584,44.42696,43.84247,43.261658,-60.856133,-61.43425,-62.047157,-62.97552,-63.903496,-64.760376,-65.65147
-4.1902075,-4.3507285,-5.4290037,-5.4559016,-4.7869143,-4.8649955,-7.1911964,-129.91675,-120.26804,-119.2011,-107.85478,-94.7679,-74.42076,-70.247185,-79.79062,-80.20272,-80.614174,-78.634384,-76.65471,-76.91404,-77.17383,-95.91929,-95.53572,-95.152794,-95.17637,-95.199776,-95.06135,-94.92458,32.50715,31.812342,31.117996,31.768625,32.419926,34.429184,36.43789,22.332558,20.557455,18.660442,18.619549,18.6485,17.817064,17.110804,1.2370964,1.0665787,0.861734,0.7222739,0.58207804,0.3278614,0.07362375,-25.21722,-25.670982,-26.125858,-25.853388,-25.580334,-25.40483,-25.230667,-64.60619,-63.529476,-62.452686,-62.562836,-62.69166,-61.288593,-59.937637,-25.430231,-25.58759,-25.744793,-25.964462,-26.184185,-26.272184,-26.360794,63.40324,63.079433,62.754597,62.756004,62.75873,62.576397,62.392494,15.159281,14.97715,14.7953,14.774267,14.752356,13.282179,11.811205,-41.542076,-41.702595,-41.864395,-41.200687,-40.53753,-39.336693,-38.13645,-15.787013,-17.171268,-18.524757,-18.67558,-18.82977,-18.945024,-19.078289,9.926148,9.896037,9.864356,9.69093,9.505231,10.663293,11.749499,-74.34818,-75.203094,-76.11377,-76.923836,-77.73571,-78.41435,-79.15762
0.9220229,0.92844504,0.90428305,0.8596801,0.62119406,1.7051867,2.2380786,41.512753,37.01924,35.28285,31.14795,27.712936,20.161045,18.157454,11.176553,10.810352,10.443626,9.629605,8.816132,8.0295515,7.241543,5.0602074,4.8259325,4.5923777,4.0826387,3.571757,3.7204468,3.8683708,17.813005,18.045605,18.276768,17.666437,17.055971,17.303911,17.549395,-14.724691,-14.64875,-14.395388,-8.921157,-3.4755497,-1.4282557,0.42023984,-50.395554,-50.11229,-49.72003,-50.00486,-50.288982,-51.61293,-52.93879,25.317673,26.229988,27.141718,27.49674,27.851086,27.616318,27.382812,-14.262706,-13.997414,-13.73061,-14.784452,-15.847767,-16.448462,-17.078268,-14.6282215,-14.586252,-14.543681,-14.070652,-13.597651,-13.676226,-13.756241,15.846967,15.945376,16.042952,15.960479,15.878094,15.706109,15.532618,143.7709,144.26321,144.75557,145.99991,147.2427,146.98149,146.71979,15.240987,15.518699,15.797608,15.279395,14.760534,14.217313,13.67385,-61.864697,-62.72167,-63.63462,-64.51629,-65.40008,-64.82047,-64.25206,18.870377,17.693018,16.514664,15.571869,14.611905,15.726168,16.763493,-2.7038727,-3.3706083,-3.8515787,-1.5955553,0.6616754,2.4322062,4.4378786
3.582486,4.1876836,5.0034766,4.4788494,5.4719353,4.7847605,7.667639,-224.35443,-207.8644,-197.02736,-177.47334,-155.02534,-88.255585,-83.62612,-73.742455,-73.59815,-73.45269,-72.08744,-70.722435,-70.35344,-69.98438,19.53883,19.027767,18.517069,18.441133,18.365313,18.600124,18.835485,1.4122157,0.564096,-0.283216,0.22593164,0.73568773,1.0306029,1.3272367,-35.801888,-36.46969,-37.057922,-40.40535,-43.672054,-42.89903,-41.871708,11.013903,10.591322,10.2864895,9.772274,9.259771,9.698587,10.136534,-41.56405,-41.81017,-42.056904,-41.146038,-40.235806,-39.75668,-39.27744,-65.247986,-66.38747,-67.52776,-68.46942,-69.44932,-69.58439,-69.72143,-10.398001,-10.514881,-10.631872,-10.703657,-10.775507,-10.695293,-10.613596,-27.026033,-26.884176,-26.74236,-26.628508,-26.514015,-26.330296,-26.145977,62.431164,63.180786,63.93035,62.93062,61.93183,62.207638,62.483753,11.920189,12.016428,12.113089,12.297041,12.480035,12.348347,12.215817,-14.703007,-14.610176,-14.560207,-14.245913,-13.945442,-13.328398,-12.765709,53.30214,55.69331,58.08476,57.91523,57.76287,58.7399,59.516304,63.757473,64.451805,65.046005,64.22108,63.396053,64.12029,64.72966
-23.007593,-25.299446,-28.966385,-30.692793,-28.778719,-29.077915,-39.271385,-183.82848,-170.33826,-160.83589,-144.7485,-127.1696,-83.100975,-77.97258,37.15705,37.00936,36.861423,35.90651,34.94907,34.625046,34.30275,104.26607,104.19274,104.119995,103.93727,103.755905,104.23776,104.72067,28.719593,29.898682,31.077148,32.300007,33.52319,34.3361,35.14887,-17.461046,-18.324375,-19.218958,-19.877623,-20.508055,-21.911432,-23.525656,-28.590542,-29.065872,-29.566122,-30.131695,-30.696472,-30.625336,-30.554419,1.83633,1.1608645,0.4852653,0.60270554,0.7201715,1.0793463,1.4392391,-1.148058,0.19963059,1.5482043,3.322148,5.1123047,4.903101,4.739862,58.571033,58.811695,59.05224,59.04024,59.028137,58.633312,58.238632,-54.155724,-52.84999,-51.542957,-51.60581,-51.668316,-51.168064,-50.667255,38.294956,38.7314,39.167656,38.770943,38.374233,38.253555,38.132454,38.224655,37.90593,37.58747,37.34868,37.10984,38.02825,38.945694,45.16438,45.824,46.449173,46.149975,45.845985,47.73902,49.61815,57.14558,58.82097,60.49523,60.97966,61.46241,60.456974,59.562622,37.6813,37.022945,36.421864,32.97864,29.533894,30.150696,30.842472
10.430547,12.222499,13.89299,14.7289915,14.024197,14.552735,19.618416,100.63549,94.53461,90.95232,80.99243,70.673355,28.438335,27.061111,-17.987679,-18.087404,-18.187994,-18.604818,-19.021927,-19.013765,-19.00607,57.19362,56.33685,55.47896,55.12662,54.77445,54.010593,53.24555,-45.61258,-45.380444,-45.1487,-45.048298,-44.94766,-44.7111,-44.474476,-41.662643,-42.586025,-43.858303,-44.385944,-44.953793,-44.92219,-44.92975,-59.727623,-60.74617,-61.73215,-61.087517,-60.442642,-60.31166,-60.18115,4.7258215,5.277255,5.828413,5.866866,5.905411,5.680249,5.4521575,28.097994,27.496103,26.894848,27.641104,28.349466,28.408138,28.403193,18.49938,19.045275,19.59013,19.380953,19.172012,19.267208,19.36344,-18.644234,-18.480621,-18.31718,-17.985207,-17.654196,-17.744219,-17.834972,-2.8836107,-3.4143133,-3.94592,-3.4974585,-3.0487623,-2.5704489,-2.0916052,-2.4331193,-1.8407893,-1.2488837,-1.1225557,-0.9963279,-1.5273948,-2.0595903,0.050826043,0.7342389,1.4637238,-0.086827904,-1.632363,-3.6386042,-5.621009,57.364296,58.051594,58.73683,58.10618,57.470123,59.04055,60.769047,-12.507908,-11.778057,-11.012495,-10.272915,-9.534203,-7.4777427,-5.370071
-0.8767975,-0.2566708,-0.6493166,0.83728284,-0.14823945,-0.34186968,-0.25956473,90.57849,84.16781,82.332726,73.644455,65.384026,35.506313,32.361855,-8.418092,-8.709436,-8.999286,-9.567031,-10.13427,-10.43878,-10.743127,-11.60393,-11.690657,-11.777638,-11.736755,-11.694808,-11.721257,-11.748717,-64.29896,-64.086075,-63.872337,-63.783916,-63.697426,-63.466396,-63.234665,57.22093,57.25679,57.452393,57.910675,58.401024,60.092667,61.624855,8.545532,7.8556414,7.1973643,7.889735,8.581099,9.452379,10.322518,45.52608,45.60124,45.676716,45.217777,44.75844,44.90611,45.052536,-33.14979,-31.7877,-30.424448,-31.261326,-32.08508,-32.433647,-32.80769,16.04089,15.777077,15.5136,15.330503,15.146875,15.043553,14.940704,30.866634,30.874886,30.882406,30.259407,29.63733,29.886633,30.13674,65.36134,64.925186,64.488525,65.10388,65.71921,65.39065,65.06129,20.553143,21.182297,21.810274,21.349174,20.88893,20.703829,20.517836,-40.761814,-41.06223,-41.328083,-39.585724,-37.857418,-36.219406,-34.639988,6.189523,5.681334,5.1750975,3.6745753,2.1670942,1.0735589,0.05247508,0.9534654,-0.49160987,-1.8390446,-3.0227077,-4.2076163,-4.294394,-4.256306
-3.3635392,-3.3134894,-4.3584003,-4.5099316,-3.9926324,-3.6732764,-5.3873653,-16.558146,-15.385656,-15.66387,-14.525106,-12.094118,-11.596655,-10.42231,7.9848013,8.321675,8.658667,9.869621,11.081632,11.146674,11.211885,-14.678909,-14.781174,-14.881869,-15.123798,-15.36607,-15.116147,-14.866642,-33.702686,-33.35978,-33.01678,-33.374405,-33.730602,-33.84955,-33.968124,7.2386017,8.62373,9.967323,11.342938,12.756795,13.005462,13.163209,16.955374,15.942719,15.064799,14.738723,14.412295,13.228499,12.043583,67.60988,68.31459,69.021065,69.07668,69.13109,69.112976,69.09381,-12.66139,-13.596565,-14.531267,-15.156673,-15.759808,-16.270502,-16.758062,-8.852804,-9.069443,-9.286131,-9.17911,-9.072376,-8.749769,-8.426596,-38.43419,-38.58672,-38.73821,-38.26943,-37.800236,-38.1149,-38.42991,-37.60926,-38.74987,-39.889893,-40.23755,-40.586143,-41.118126,-41.650856,-49.16559,-49.32028,-49.474266,-49.252632,-49.030792,-48.951252,-48.874317,-41.666172,-42.120228,-42.557865,-43.84076,-45.117336,-45.061207,-44.98184,-57.378036,-58.065754,-58.75282,-61.68689,-64.61103,-66.46297,-68.39436,-35.0509,-33.995052,-33.043804,-31.440205,-29.836205,-28.597736,-27.489674
