2014 SVI Crowding Data and Encoding,2015 SVI Crowding Data and Encoding,2016 SVI Crowding Data and Encoding,2017 SVI Crowding Data and Encoding,2018 SVI Crowding Data and Encoding,2019 SVI Crowding Data and Encoding,2020 SVI Crowding Data and Encoding
-28.049118,-29.212227,-30.217247,-30.016644,-29.70364,-30.015522,-30.384472
-49.11567,-48.334217,-47.458645,-48.163227,-48.747746,-51.76651,-54.57042
-21.782507,-21.963419,-22.197922,-22.13746,-22.082363,-25.097696,-27.913301
31.042332,33.56111,35.833775,37.0634,38.306557,36.160187,34.279892
12.825661,12.873699,12.880336,10.590141,8.341262,5.1295877,1.9772
-40.52952,-40.85233,-41.284325,-38.846634,-36.376938,-36.186016,-35.769775
-81.24555,-82.751816,-84.64261,-82.85745,-81.11498,-79.95071,-78.88815
46.14399,45.266373,44.469757,41.471,38.537346,37.635174,36.8499
-2.4178848,0.30501178,2.9855938,4.158737,5.4345846,4.999508,4.3455734
74.838,72.255035,69.46976,68.099976,66.7721,66.006256,65.29953
-20.567686,-20.79947,-21.06501,-20.573511,-20.166431,-19.215757,-18.324942
97.35951,94.69741,91.6716,90.045654,88.36701,90.54942,92.489
-96.833115,-99.21698,-101.701645,-99.87364,-97.99417,-95.04974,-91.98901
-84.353485,-83.43456,-82.455055,-79.451645,-76.40377,-73.50532,-70.58998
41.730076,41.950718,42.410927,42.091602,41.807774,40.30734,39.03966
93.99815,96.01088,97.94428,96.73274,95.52922,94.64484,94.13623
36.062008,35.717148,35.38113,35.963768,36.533268,35.78575,35.06119
-6.2224836,-6.6802015,-6.9423876,-5.048891,-3.144124,-0.21269599,2.7933388
25.852524,24.422596,22.754189,21.357998,19.869312,18.803776,18.224888
-21.983187,-22.028673,-22.0518,-20.46611,-18.822666,-17.058199,-15.155085
-33.770107,-33.13478,-32.29369,-32.50955,-32.689564,-31.922256,-31.346594
11.654003,10.793432,9.978891,7.8305573,5.6682887,5.413139,5.315313
-38.441532,-38.72919,-38.82707,-38.932285,-39.019585,-38.05439,-37.1975
-95.49691,-97.5334,-99.90636,-100.447815,-100.92441,-100.121086,-99.4711
-39.326736,-42.008724,-44.311573,-45.298725,-46.273247,-42.768803,-39.160263
3.8472073,3.405185,3.1591523,2.5262206,1.8539985,0.2682718,-0.88401663
7.1222205,7.9749026,8.916385,12.238193,15.673772,14.849805,14.116544
-88.20473,-90.30879,-92.309975,-91.985664,-91.764206,-94.042404,-96.13742
100.4951,102.138145,104.08618,104.60818,105.095825,105.41985,105.3074
42.7354,42.515488,42.18902,40.101536,38.036396,37.535213,37.125782
32.60895,34.10343,35.950092,39.245182,42.472927,42.309414,42.053413
14.266831,13.472501,12.857481,13.335309,13.831289,14.976906,15.900842
-26.770645,-26.537844,-26.101568,-28.577332,-30.927141,-33.274605,-35.389458
-57.57327,-61.84361,-66.11947,-62.907543,-59.679592,-57.437206,-55.13871
-31.482042,-32.09389,-32.871773,-31.723534,-30.664843,-32.2156,-33.349194
-5.4494886,-5.76849,-6.2287884,-6.1835136,-6.0498953,-3.2130234,-0.66814435
87.463165,89.325485,91.1679,87.22869,83.23901,83.68532,83.92685
67.847725,71.0265,74.18686,74.83086,75.456856,75.61712,75.835045
16.653399,15.486894,14.139863,13.922155,13.739743,11.824996,10.029436
-15.181459,-14.526455,-13.712108,-9.65164,-5.5442533,-5.337465,-5.092889
-37.821358,-38.73574,-39.76765,-41.98148,-44.241123,-45.827953,-47.670086
-1.405757,-4.045734,-7.053723,-4.973894,-2.9252033,-0.82396156,1.6106801
49.251522,49.45863,50.13102,50.78652,51.38572,51.941353,52.44636
18.459618,19.399796,20.375633,20.753157,21.13475,21.138409,20.846832
-1.785343,-1.5229129,-0.96193296,-0.09553417,0.76537293,-0.70060354,-1.654611
74.53626,75.04143,75.15528,72.761055,70.43635,68.56564,66.874535
2.3946714,2.332797,2.3069584,0.92941177,-0.37111306,-0.26534784,-0.56067574
10.070744,10.9507265,11.989516,13.424421,14.749711,14.60251,14.435562
16.929758,18.26156,19.31808,20.355635,21.311766,23.335192,25.115032
91.535034,91.95647,92.72073,93.683365,94.63627,94.23804,93.91143
0.88012093,2.0594206,2.9212584,1.6197346,0.39155692,-0.18714625,-0.5370255
-52.487877,-55.589264,-58.794212,-61.484505,-64.132126,-65.15443,-65.85235
56.34149,58.915554,61.405678,63.48957,65.54388,67.915665,69.98252
-35.415295,-36.24962,-37.204655,-35.749447,-34.286663,-34.92688,-35.815384
-35.378677,-34.984406,-34.262074,-33.604225,-32.90841,-32.365658,-32.05279
25.603546,27.215609,28.942604,29.411491,29.902601,30.900137,32.006405
49.50635,50.297676,50.88096,49.684196,48.471855,47.160465,46.0446
-21.559734,-23.024578,-24.45151,-23.376656,-22.423023,-19.53175,-17.183846
64.6205,64.403694,63.951202,60.184628,56.419327,56.19951,55.977528
155.47536,155.41179,155.40804,151.1985,147.08467,143.72668,140.44536
-25.593271,-26.078876,-26.874647,-25.787827,-24.737608,-21.249174,-17.835985
-38.346752,-39.32765,-40.15193,-39.694046,-39.201626,-38.419987,-37.701504
7.3941994,7.718752,8.020824,4.3811264,0.7332057,-1.0245229,-2.561613
-36.548096,-34.395386,-32.21648,-32.636086,-33.0205,-31.643442,-30.660152
48.556053,47.80731,47.044125,48.36607,49.718155,51.016994,52.719543
-9.563872,-9.305579,-9.020076,-10.041028,-10.980341,-11.542687,-11.949767
51.327557,51.187294,50.739536,50.01636,49.30141,48.621273,47.77693
-37.907154,-39.062588,-39.984028,-39.457325,-39.002678,-40.86195,-42.390682
13.62939,13.553159,13.30074,13.3452635,13.407027,11.500104,9.529122
11.888382,11.353987,10.643118,12.266344,13.795769,14.625843,15.509143
23.395979,23.799715,24.483746,24.507826,24.513441,24.892725,25.314547
95.349785,97.347855,99.30263,96.745636,94.19188,90.36007,86.60002
-15.975933,-16.489353,-17.112333,-20.948805,-24.738564,-23.49988,-22.37268
-128.35947,-129.89792,-131.60486,-128.68716,-125.82732,-126.42403,-127.157135
58.744564,59.04453,59.45743,59.0734,58.623173,58.481632,58.207096
-25.830368,-23.750135,-21.508614,-23.883799,-26.292278,-27.330389,-28.715405
3.9609888,2.7640226,1.6833255,-1.4480002,-4.5564547,-7.567237,-10.562474
-13.480563,-13.200114,-12.95083,-13.256495,-13.45494,-16.134352,-18.514936
9.820449,9.031955,8.401761,10.7042885,12.902797,12.002438,11.304116
-1.8497747,-0.3012918,1.141503,1.1292311,1.1365992,1.917976,2.5714157
-22.775911,-22.138643,-21.021683,-22.417921,-23.85412,-25.582773,-26.793047
29.671131,31.053932,32.497177,33.97599,35.374527,39.231956,42.610146
15.626612,14.682327,13.839948,16.422045,19.111872,21.435198,24.228329
37.467068,41.208847,45.138504,43.79956,42.50225,42.262894,41.87601
-31.42546,-31.391865,-31.388111,-31.288532,-31.160303,-34.151257,-37.26079
-0.9715343,-0.21867809,0.81903976,-0.31448326,-1.3401457,-0.1584526,1.4212755
-39.85433,-39.602913,-39.12197,-42.843124,-46.451817,-47.231174,-47.766518
36.701164,37.097713,37.616535,38.42721,39.285328,38.895824,38.627735
-7.160982,-8.132907,-9.018696,-7.7552376,-6.514783,-4.785265,-2.986881
62.633007,61.05384,59.506943,57.726254,55.901413,54.72467,54.025005
37.303383,38.415257,39.644375,42.379124,45.028687,46.105328,46.53545
-31.795252,-31.379696,-30.936823,-31.457434,-31.922386,-32.921787,-33.84327
-45.14519,-46.44865,-47.941296,-45.531433,-43.240807,-42.168068,-41.157406
26.11094,25.899351,25.665442,26.704418,27.728382,30.206598,32.915977
-12.858506,-14.876726,-16.792898,-15.365089,-13.90326,-11.692235,-9.459164
54.562904,55.600365,56.55282,54.164146,51.68286,49.445457,47.188515
-24.118406,-24.789265,-25.213133,-24.929354,-24.61939,-23.839357,-23.10068
-63.872993,-64.29257,-64.4996,-61.704723,-58.973953,-59.20693,-59.3619
4.001812,3.4568355,2.885749,-0.8632415,-4.6847363,-7.3244214,-10.166425
-32.78295,-33.451885,-34.411205,-34.447746,-34.472298,-34.894463,-35.348854
29.201698,28.502695,27.875898,28.768246,29.6008,29.23033,28.564478
-5.7065387,-7.2339053,-8.727009,-12.663067,-16.64674,-17.832624,-19.373669
-63.619396,-65.000244,-66.30415,-65.408394,-64.58581,-62.224117,-59.870285
-53.50591,-54.9949,-56.622807,-53.756947,-50.941273,-50.425632,-49.78167
-8.433371,-7.119425,-5.8879375,-6.5909615,-7.356592,-8.34136,-9.2581005
40.663418,41.51347,42.745556,40.042942,37.39056,36.232365,35.01616
-9.073415,-9.35007,-9.480855,-11.736681,-14.039413,-12.720237,-11.803365
37.54626,39.692238,41.957058,44.76756,47.571365,49.676537,51.95331
6.7529597,7.681319,8.819897,9.6603,10.481992,11.742028,13.406517
87.576065,88.15428,88.86708,86.366455,83.91914,82.37924,80.999794
-16.21657,-16.829767,-17.66532,-14.889717,-12.1136055,-9.845943,-7.4861393
-17.933002,-18.307404,-18.712532,-20.335552,-21.992071,-23.625698,-25.466072
-3.256572,-1.0673231,1.3497511,0.19774787,-0.9222682,-2.2941458,-3.4867508
16.608334,18.933426,21.346397,21.842852,22.488821,23.933487,25.613197
65.71185,66.16547,66.37507,64.56193,62.790546,62.88403,62.762737
-65.67482,-66.06222,-66.20053,-65.00894,-63.84854,-62.96124,-62.440804
-61.82637,-61.65353,-61.174236,-60.323505,-59.47807,-60.680878,-61.882362
-29.585665,-27.742014,-26.173944,-26.947052,-27.577753,-28.36397,-29.465893
-30.155493,-29.469229,-28.671072,-29.620255,-30.427065,-32.83611,-35.042034
83.946434,84.60139,85.26935,83.367584,81.4962,82.19398,82.813515
-40.169228,-39.734013,-39.12815,-38.916042,-38.804653,-39.963085,-41.309505
33.914204,35.75783,37.546215,41.69663,45.739613,46.781376,47.371048
-69.09265,-68.475494,-67.62855,-67.16004,-66.74109,-65.73421,-64.43087
6.6471477,6.558045,6.3077197,7.388664,8.449182,11.060046,13.8919
-41.015915,-43.24591,-45.856236,-46.58973,-47.362656,-48.135117,-48.57382
-48.71034,-49.523865,-50.15186,-50.316944,-50.528652,-50.134808,-49.90146
-51.846725,-51.64463,-51.17522,-51.827568,-52.428337,-53.68693,-54.5869
-48.392685,-49.740883,-50.954697,-47.64572,-44.364666,-42.377323,-40.528076
50.335808,48.87658,47.371803,47.686684,48.014713,48.65095,49.29839
-18.768661,-19.527922,-20.304972,-18.783676,-17.210672,-18.1435,-19.375229
50.913918,53.958954,57.20231,57.829384,58.51931,61.131683,63.532303
-37.525826,-36.92958,-36.13925,-36.491737,-36.865723,-37.02005,-37.40924
3.0485723,3.3551748,3.2589147,5.5507064,7.8260546,8.516064,8.972122
30.09262,30.468153,30.857656,27.326296,23.814404,21.850338,20.081648
-36.639725,-35.499626,-34.45814,-33.786606,-33.09297,-32.651127,-31.91465
-2.9875066,-3.4532688,-3.9747264,-3.2795084,-2.515105,-1.5111845,-0.43522626
-3.7313297,-3.0979164,-2.6728199,-2.014714,-1.3632256,-0.6513354,-0.16875046
-85.48366,-85.02922,-84.91331,-82.75166,-80.56818,-83.87424,-87.4774
-8.670879,-6.398135,-4.037895,-4.9936533,-5.8217354,-8.3398285,-11.268788
8.312552,8.801978,9.191488,9.373475,9.586768,10.979666,12.232307
14.155245,15.026345,16.165413,16.135603,16.070948,15.715454,15.211041
46.088375,46.720745,47.342915,47.64516,48.059605,47.84435,47.84711
-63.034096,-62.68455,-62.108013,-59.72115,-57.44973,-57.895027,-58.361137
-14.911411,-14.83115,-14.8431015,-15.222474,-15.57178,-15.125541,-14.633798
81.99522,82.00321,81.688774,81.896324,82.09041,82.38946,82.662
16.189672,15.265561,14.230748,13.237971,12.302352,15.030766,17.663542
-22.368887,-24.658838,-27.130743,-29.930096,-32.769207,-30.60106,-28.339308
12.503301,12.885035,13.24214,12.994383,12.736689,12.871956,13.216719
98.239174,98.9133,99.76321,97.25074,94.82446,94.71821,94.323555
-1.5682442,-1.7423222,-1.7780936,-0.8714765,-0.094867975,2.791188,5.530106
35.93865,34.959217,34.319286,29.305994,24.333517,20.61038,17.045593
-27.176676,-27.821535,-28.415932,-28.499653,-28.511822,-27.942568,-27.393492
-28.67632,-28.782701,-28.909544,-30.682552,-32.47781,-32.11238,-32.11061
45.190907,45.42803,45.657383,44.607166,43.48588,41.901077,40.247387
-21.120369,-20.804758,-20.494616,-19.214396,-17.93308,-17.670858,-17.334473
54.39194,56.267067,58.23792,57.19582,56.127598,55.7491,55.569202
66.422485,67.02296,67.493065,64.93985,62.36339,59.034042,55.344463
58.377926,58.154903,58.211147,58.603607,58.941982,58.188656,57.809856
-6.3078732,-3.9021533,-1.0861666,-0.37069345,0.2434194,1.7927511,3.4386175
-12.117682,-11.764809,-11.263958,-11.307709,-11.431262,-12.734921,-13.731279
45.245026,46.668884,47.789314,46.905437,46.049835,45.179436,44.05713
-36.748627,-37.926495,-39.090534,-36.259487,-33.455097,-28.96602,-24.484581
-5.078718,-5.0467815,-4.7810326,-3.2415254,-1.6177024,-1.2099284,-0.85178554
36.31845,36.515812,36.634567,38.51429,40.379932,41.38418,42.47998
-35.903088,-34.86882,-33.65852,-32.76314,-31.893013,-29.76492,-27.968056
-55.81772,-58.35554,-60.91263,-62.625465,-64.404625,-67.781456,-71.489136
37.29985,34.71458,31.86694,32.564262,33.372963,33.742958,34.213318
-30.518728,-30.07213,-29.933294,-30.030867,-30.167318,-29.599451,-28.81897
-6.2748084,-9.198947,-12.034798,-12.739753,-13.451645,-15.122453,-16.69963
3.0703523,3.512328,4.082017,4.9946003,5.8830624,6.423952,6.8827496
31.84058,31.479908,30.99465,29.36259,27.729404,27.905792,28.320253
-12.698506,-12.139632,-11.490546,-10.051616,-8.671653,-8.836446,-8.824498
0.3627777,-2.0746222,-4.59097,-5.256795,-5.9826016,-6.4657335,-7.10861
79.411705,82.24173,85.295845,84.364655,83.414276,80.074554,77.209694
-6.797475,-5.906392,-4.9774523,-4.587674,-4.1987066,-3.8826592,-3.3695958
47.601658,48.86732,50.430702,50.95355,51.44433,51.7693,51.863037
80.859436,79.463875,78.043564,74.55217,70.93472,68.335144,65.4233
-10.415683,-10.798974,-11.318057,-13.986213,-16.625332,-16.322714,-16.118153
80.61409,80.57961,80.62933,79.3846,78.14249,76.547585,75.12333
4.0121975,3.569002,3.3213527,2.642102,2.0621889,2.9079149,3.6154888
-48.901745,-47.392117,-46.109043,-44.737667,-43.323574,-42.611286,-41.786327
-15.441704,-15.641361,-15.86093,-16.329071,-16.75235,-15.926421,-14.516261
-0.5210742,-0.45407853,-0.21296488,-1.8227099,-3.3740795,-3.3159616,-3.1171434
60.320545,61.632248,63.003323,65.49969,67.918205,69.94283,72.065895
16.113623,16.199879,16.585922,15.97359,15.337902,14.942783,14.148227
1.6898612,0.94393474,0.37427264,1.2915143,2.1128109,2.2995822,2.7527568
6.9900475,8.552523,10.28816,8.619511,7.013223,6.4055486,5.651248
35.414913,35.518036,35.363617,32.27526,29.27574,30.94543,32.61518
41.108604,40.70042,40.163506,39.03466,37.90972,41.92926,45.716152
-33.053043,-33.93064,-34.77744,-35.245728,-35.7804,-36.054466,-36.231754
-16.504969,-16.368729,-16.541992,-20.291067,-24.117607,-24.860453,-25.47823
21.747398,22.38602,23.018293,20.851313,18.709658,19.330708,20.254831
33.653915,33.861557,34.123512,32.06108,30.040373,30.836708,31.292316
130.43669,132.67099,134.8623,132.52785,130.2774,130.93875,131.69261
18.396612,18.260237,18.172585,19.319323,20.48137,21.44674,22.85248
118.22836,119.14807,120.10971,118.42039,116.717575,115.033165,113.44332
49.12817,49.406693,49.577614,52.29284,54.919987,57.00959,59.25864
-24.572899,-22.638039,-20.710304,-18.028152,-15.421771,-16.062061,-16.967886
-2.9262688,-1.6573532,-0.4689505,-0.1667893,0.06481576,1.6350439,3.560466
14.125238,13.163071,12.231176,11.574433,10.94865,11.437969,11.860232
-79.86181,-79.131905,-78.485825,-76.722084,-74.99608,-75.888985,-77.112564
38.60092,39.97016,41.549255,40.470974,39.288242,36.74956,34.45473
25.574934,25.577261,25.498575,23.063135,20.580475,20.545671,20.471819
-11.894805,-10.507364,-9.248903,-9.901819,-10.513726,-12.555145,-14.075751
-14.220191,-15.503356,-17.000097,-16.520403,-15.982139,-15.827582,-15.539325
-17.85418,-18.023508,-18.218763,-20.422182,-22.592049,-25.259504,-27.431631
-4.3668504,-5.797629,-7.233277,-6.620671,-5.96666,-6.7804303,-7.456589
79.718025,82.03191,84.50506,83.78318,83.137505,86.31483,89.14228
-28.194101,-29.07707,-30.177258,-29.057716,-28.00128,-29.420368,-30.727846
68.32521,68.28314,68.308975,65.61891,63.014545,60.074795,57.4362
-55.20218,-55.62324,-56.1375,-54.925354,-53.669033,-52.55916,-51.429447
36.857246,36.373436,35.49413,34.337337,33.087097,32.74152,32.78702
-69.01721,-71.96305,-75.03488,-74.84895,-74.62213,-74.263626,-74.35757
46.56459,48.30733,50.071667,50.78992,51.57378,53.07949,54.65234
-32.978157,-32.809914,-32.853355,-33.609146,-34.31754,-35.98794,-37.213997
-49.68059,-48.22975,-46.7926,-45.19173,-43.597824,-40.671837,-38.149967
-4.2539682,-4.091111,-3.9415257,-4.9205046,-5.875412,-4.653754,-2.9856665
-8.574389,-7.899133,-7.140537,-4.4388804,-1.641022,0.5949104,2.920946
-9.925936,-9.415913,-8.813129,-6.5854435,-4.4412155,-1.6812059,0.94726735
37.096416,38.250874,39.407013,38.626125,37.828606,36.724518,35.495216
-90.0406,-91.52308,-93.154884,-91.7073,-90.34718,-88.811005,-87.25518
71.83727,70.22584,68.46119,65.35537,62.313595,62.304085,62.163715
-17.187845,-16.986977,-16.764725,-14.7300625,-12.705258,-10.618444,-8.980865
21.429369,23.355171,25.492716,28.360197,31.232252,34.713802,38.161102
-21.133743,-20.593575,-20.005013,-17.680614,-15.391261,-12.522229,-10.056518
-31.44311,-32.104725,-33.148487,-32.558563,-31.908096,-28.683552,-25.191822
48.723106,50.612896,52.69443,50.907642,49.13342,49.10537,49.074764
46.527966,44.91094,43.664494,44.806553,45.89484,44.622524,43.58702
-7.97987,-5.6045885,-3.1446497,-5.3249083,-7.5077257,-11.099741,-14.309076
-35.777493,-36.928978,-38.33473,-36.64533,-34.961338,-35.525784,-35.875546
-18.46499,-18.459827,-18.723085,-17.962461,-17.165764,-18.301573,-19.259449
23.39135,22.34695,20.951675,23.078663,25.26982,24.3586,23.881935
-102.55789,-101.18851,-99.63666,-95.24298,-90.80341,-88.52164,-86.069046
14.09525,14.441942,14.848072,18.121084,21.365019,21.984846,22.884806
77.306564,80.18466,83.21675,85.06203,86.948715,88.75142,90.257126
-66.17458,-69.29702,-72.47619,-71.252914,-70.050575,-70.05264,-70.36392
-53.310795,-50.790283,-48.056004,-46.759693,-45.42681,-45.21535,-44.814342
0.78464174,-0.30266044,-1.2879939,0.423924,2.0668187,2.6682105,3.3823094
-53.164726,-54.9749,-56.901035,-59.41269,-61.788273,-58.80197,-55.456852
8.216366,8.700653,9.417263,6.688368,4.039304,2.655611,1.25684
-22.090572,-20.654406,-18.909834,-16.644249,-14.458517,-13.990566,-13.852629
82.38832,83.89753,85.58465,86.18429,86.77007,86.93786,87.06337
-86.82282,-85.46423,-84.012794,-85.44949,-86.84841,-88.969154,-90.79995
24.918394,25.148207,25.326685,24.280216,23.231232,23.661854,24.203045
-18.011488,-16.074541,-13.704471,-14.111887,-14.49494,-17.822567,-20.690325
-14.19194,-14.810051,-15.364737,-15.936409,-16.594355,-17.405048,-18.167234
4.119778,3.804015,3.4336097,4.352402,5.171597,8.330354,11.562215
-68.61887,-71.1504,-74.02569,-72.90562,-71.72027,-71.620995,-71.35047
39.50136,40.550587,41.632217,40.495365,39.30554,40.49345,41.60599
-9.636026,-8.19496,-6.6809354,-5.4081616,-4.251456,-2.75334,-1.262997
-4.741984,-4.465635,-4.034424,-4.6038327,-5.1335545,-4.1584067,-3.2979217
-23.154873,-23.112906,-23.287365,-21.774096,-20.246588,-18.043833,-15.6660385
64.192635,65.890396,67.66042,66.57139,65.52411,64.21483,63.253387
39.87284,40.42622,40.609333,39.542343,38.47549,39.10588,39.50761
-105.94907,-106.5015,-107.37337,-106.511154,-105.670166,-103.64013,-102.00565
20.681805,22.520226,24.65494,25.495834,26.389273,26.756977,26.935991
-27.38108,-27.843151,-28.53999,-27.000187,-25.523447,-25.711414,-25.594067
-75.35273,-75.00507,-74.57108,-71.817665,-69.06191,-66.16769,-63.59176
21.94117,22.06372,22.535881,22.633904,22.715317,21.078848,19.365486
55.681732,55.11407,54.38323,55.60038,56.79038,53.378254,49.76338
-5.025666,-3.657334,-2.044673,-0.20481014,1.6979966,2.7147017,3.7426653
61.728962,62.54909,63.171383,61.982582,60.799885,62.035473,63.850266
30.449213,32.966167,35.75594,38.04791,40.32192,39.869118,39.010178
-112.48986,-111.661644,-110.75915,-110.089195,-109.406906,-109.18867,-109.11912
19.730196,19.441683,18.962381,17.978752,16.938974,19.240181,21.237453
31.321934,34.43685,37.81884,39.51838,41.203724,40.00956,38.791138
52.44662,52.721718,53.005653,53.223255,53.39112,53.0965,53.219376
23.456049,22.493862,21.46337,19.357042,17.113398,16.058546,15.011955
-6.671986,-5.9747853,-5.4125686,-5.2132945,-5.0350356,-3.3200462,-1.4788377
50.70863,50.19474,49.528873,49.517242,49.46372,50.432816,51.03692
-3.2486796,-4.9827423,-6.9076805,-7.259056,-7.595942,-7.8009343,-7.729309
39.450207,39.82539,40.209175,38.447342,36.708977,35.611214,34.30047
6.341446,6.0586843,5.932418,4.0886,2.2098963,3.2543232,4.398794
-38.025307,-37.61468,-37.012054,-35.702927,-34.32436,-34.16442,-34.14898
-0.7900451,1.516511,3.8063717,5.2313204,6.7066994,7.502964,8.595901
-8.469623,-9.673726,-10.611713,-9.815846,-9.067784,-9.615919,-9.803405
-11.370962,-11.611645,-11.598254,-11.045467,-10.435845,-9.400271,-8.3839035
-51.854053,-50.146603,-48.501743,-48.75037,-48.996426,-50.76904,-52.426327
3.453712,3.679646,3.7822623,5.319899,6.810305,7.835627,8.978776
-50.878315,-51.179295,-51.26209,-48.46841,-45.61221,-42.54265,-39.403847
-20.272121,-19.463114,-18.755678,-19.91456,-21.054552,-21.82651,-22.295538
29.550425,30.113031,30.710934,29.947226,29.286215,26.79659,24.22967
-6.297127,-8.997836,-11.53839,-13.860208,-16.20912,-17.62921,-18.876844
10.824352,12.553091,14.456011,15.128733,15.830843,14.843524,13.614532
8.320784,9.006374,9.64508,10.870573,12.179917,13.071647,13.779553
-32.99269,-33.249924,-33.710136,-34.246227,-34.82516,-33.935978,-33.39499
-7.376987,-6.542419,-5.74696,-1.9768798,1.8414147,4.311793,6.6259036
12.751199,12.733208,12.604263,10.988485,9.504703,8.600193,8.112096
3.7070236,4.2661695,5.076749,3.760787,2.5310535,0.14715488,-1.9877814
33.240993,33.082153,33.120266,33.18677,33.286407,30.574522,28.113033
-36.602417,-38.0288,-39.191273,-37.33096,-35.58534,-34.387115,-33.44826
8.946062,10.155517,11.234965,13.444157,15.6697235,17.195873,18.67023
67.99122,66.80946,65.48482,63.817013,62.043873,61.76019,61.29436
43.89835,44.10084,44.472984,46.488125,48.499664,52.356567,56.210396
62.895218,63.823063,64.60778,64.11633,63.584373,62.97023,62.461685
27.893606,28.124939,28.439863,26.857546,25.421555,24.441246,23.473902
-8.958945,-8.209519,-7.7009406,-9.094001,-10.413163,-12.420115,-14.69483
-118.267586,-120.36863,-122.355225,-119.87018,-117.39423,-115.25148,-113.17524
69.19135,71.198296,73.29234,73.84591,74.479774,75.330055,76.23524
11.055693,10.3917465,9.708576,11.9560585,14.088558,15.23914,16.562943
20.08809,20.140327,19.991135,21.84274,23.628365,23.446934,23.212059
-92.48766,-91.678085,-90.7878,-88.88666,-86.959236,-85.63914,-84.57272
-29.280476,-29.789692,-30.240065,-28.873835,-27.530918,-25.51664,-23.807255
-51.89829,-51.8653,-51.955753,-52.28754,-52.656086,-52.669712,-52.437016
64.82519,66.46673,67.8021,64.74332,61.62711,60.631096,59.873928
-32.86161,-33.424324,-34.007797,-34.02079,-34.019997,-33.996197,-33.628304
26.52412,26.266668,25.884764,24.964203,24.102757,25.556158,26.570873
34.241085,34.462902,34.645405,35.400547,36.14168,35.419964,34.335667
-11.165592,-12.197916,-13.51993,-10.48178,-7.50693,-6.7981725,-6.0336976
8.332324,8.823082,9.63916,9.466321,9.192105,8.636297,8.043409
38.92166,39.251007,39.69886,40.867783,42.038826,41.34584,40.534397
-124.685616,-123.71101,-122.60367,-117.09123,-111.68778,-109.6797,-107.93921
-62.519382,-60.41599,-58.353233,-54.35918,-50.39851,-50.404003,-50.20609
4.580913,4.2634034,3.701989,1.4046218,-0.8158591,0.68800616,2.260307
-12.171727,-10.908515,-9.420629,-8.705886,-8.074529,-11.200469,-14.683772
67.6682,69.64896,71.79848,67.972855,64.24887,63.06037,62.02321
-0.15581363,-0.64560705,-1.0873758,-1.0619383,-1.0482968,-1.9545594,-2.2257407
-11.555759,-11.467165,-11.189839,-8.887179,-6.6180987,-4.421451,-1.9960599
-2.278762,-2.4185355,-2.884476,-1.5596054,-0.3243592,0.7082488,2.0899837
6.74867,7.3580775,7.670234,11.011472,14.288463,15.420677,16.77803
117.92856,120.92185,124.013916,124.79213,125.6091,125.346405,125.30818
-40.378162,-42.007057,-43.32139,-43.3618,-43.364967,-44.81974,-46.196556
-49.612152,-51.281704,-52.83746,-55.03702,-57.22382,-58.52044,-59.571766
36.196754,35.873466,35.72,37.167496,38.570312,38.596348,38.483265
5.609164,4.9892244,4.50558,7.022847,9.480654,9.29015,9.089317
66.13422,66.37854,66.73262,68.02989,69.33374,70.28415,71.40457
24.488594,23.554522,22.455399,20.611778,18.868895,20.082499,21.43394
-84.45696,-86.463165,-88.53282,-86.40441,-84.3392,-83.47026,-82.83545
-79.13753,-83.94509,-88.52587,-85.943855,-83.436615,-80.18864,-77.06556
3.9510424,4.4578605,4.862324,6.554046,8.206661,8.946313,9.807572
-78.60757,-78.963615,-79.3345,-79.20057,-79.13835,-78.93217,-78.36088
-70.608574,-69.6014,-68.58228,-68.1045,-67.55968,-67.23827,-66.76882
-119.36494,-118.53477,-117.67186,-114.22268,-110.8876,-109.624306,-108.40403
13.095696,13.521864,14.033741,11.170808,8.36711,6.283005,4.0445313
-14.256144,-14.976337,-15.872787,-14.465462,-12.982023,-14.330341,-15.679361
2.707514,3.2884886,4.191458,6.170653,8.03103,11.531341,14.545261
-38.20903,-37.862785,-37.659767,-35.815285,-34.08234,-31.207277,-28.181084
26.005367,25.080711,24.20217,24.042503,23.854847,24.498055,25.063538
5.618142,5.069741,4.621273,4.3354397,3.922267,2.2966547,0.57896703
-10.650004,-10.488694,-9.996247,-9.168075,-8.295972,-6.663003,-5.2333593
10.687359,11.756374,13.036945,13.196775,13.312882,10.556054,7.844553
2.3183846,1.5340518,0.6729735,2.3252263,4.023348,4.97862,6.4329166
76.84188,77.12333,77.41368,73.245544,69.185425,68.041916,67.03256
32.251,30.57983,28.568563,28.021595,27.513603,27.547396,27.959934
52.9867,54.64709,56.589108,55.32017,54.05705,53.6163,53.023304
24.664835,25.672598,26.375664,27.109144,27.74487,29.626724,31.675705
-14.275043,-14.987083,-15.954456,-14.786685,-13.722377,-14.097787,-14.521163
-49.687878,-50.805786,-52.026085,-49.38843,-46.812046,-45.34125,-43.866196
4.2896857,5.887012,7.5708823,10.271398,12.925063,14.762254,16.386938
56.307922,56.71528,57.267548,57.305466,57.358124,53.91468,50.598206
-9.056021,-8.86122,-8.463263,-8.363247,-8.211324,-9.297104,-10.741326
-15.141258,-16.76652,-18.296797,-20.062067,-21.85032,-22.569458,-23.25324
7.4415026,7.622387,7.9259157,8.339797,8.7140465,6.304799,4.1783495
